번호,제작년도,제작월,초수,대분류,중분류,소분류,광고주,제품,제목,대행사,제작프로덕션
Ogilbi17-09,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한일건설(주),유앤아이,김하늘-나 그냥 집에 있을래편,(주)금강오길비,
Ogilbi17-10,2004,,30,화학공업,화학제품,페인트,(주)케이씨씨,숲으로,뻐꾸기 시계-새집 냄새 때문에편,(주)금강오길비,
Ogilbi17-11,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,배용준-장애우/나 첫월급 탔다편,(주)금강오길비,
Ogilbi17-12,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,배용준-돌고래 조련사편,(주)금강오길비,
Ogilbi17-13,2004,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,이제 지문이다-나만보고 나만 건다,(주)금강오길비,
Ogilbi17-14,2004,,30,식품,면류,봉지 인스턴트 면류,(주)오뚜기,"라면볶이,스파게티",난타편,(주)금강오길비,
Ogilbi17-15,2004,,30,"건설, 건재 및 부동산",건재,창호,(주)케이씨씨,보온단열재,트로이의 목마편,(주)금강오길비,
Ogilbi17-16,2004,,20,식품,제과,캬라멜 및 제리,(주)크라운제과,마이쮸,슈가-사랑 하고플땐편,(주)금강오길비,
Ogilbi17-17,2004,,30,제약 및 의료,진통제 및 안정제,해열 및 진통제,삼진제약(주),게보린,두통체조편,(주)금강오길비,
Ogilbi17-18,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),하이카,차태현-서점편,(주)금강오길비,
Ogilbi17-19,2004,,30,컴퓨터 및 정보통신,통신망,국제전화,온세통신,국제전화 00365,국제통화-거기 뉴옥도 비와편,(주)금강오길비,
Ogilbi17-20,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,배용준-한가한 은행편,(주)금강오길비,
Ogilbi17-21,2004,,60,"금융, 보험 및 증권",금융 및 보험,손해보험,교보생명보험(주),교보생명,헬스장편,(주)금강오길비,
Ogilbi17-22,2004,,30,식품,제과,비스켓 및 쿠키,(주)크라운제과,쿠크다스 그린,보성녹차밭편,(주)금강오길비,
Ogilbi17-23,2004,,30,식품,면류,봉지 인스턴트 면류,(주)오뚜기,열라면,신이편,(주)금강오길비,
Ogilbi18-01,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,뮤직 ON,가지세요,(주)금강오길비,
Ogilbi18-02,2004,,20,식품,제과,파이,(주)크라운제과,빅파이,슈가-수업중 파이 벼락편,(주)금강오길비,
Ogilbi18-03,2004,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국증권업협회,증권업협회,아름이의 주식 10주,(주)금강오길비,
Ogilbi18-04,2004,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국증권업협회,증권업협회,김혜영 주부의 주식 10주,(주)금강오길비,
Ogilbi18-05,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,배용준-경제 칼럼니스트 엄길청편,(주)금강오길비,
Ogilbi18-06,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,배용준-아나운서 박나림편,(주)금강오길비,
Ogilbi18-07,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,배용준-LG 텔레콤 사원 조용순편,(주)금강오길비,
Ogilbi18-08,2004,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국수력원자력(주),원전수거물관리센터,시골 버스 정류장-부족하면 준비 해야지편,(주)금강오길비,
Ogilbi18-09,2004,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국수력원자력(주),한국수력원자력,새벽시장편,(주)금강오길비,
Ogilbi18-10,2004,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국수력원자력(주),한국수력원자력,아빠와 아들-자전거 배우기편,(주)금강오길비,
Ogilbi18-11,2004,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국수력원자력(주),원전수거물관리센터,갯벌편,(주)금강오길비,
Ogilbi19-01,2004,,30,식품,제과,초코릿,(주)크라운제과,미니쉘,슈가-발렌타인 데이인데편 작은 화면 사이즈,(주)금강오길비,
Ogilbi19-02,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤,배용준-랄랄라,(주)금강오길비,
Ogilbi19-03,2004,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤 랄랄라,스크램블+매니큐어,(주)금강오길비,
Ogilbi19-04,2004,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,뮤직 ON,허밍트리편,(주)금강오길비,
Ogilbi19-05,2005,,30,가정용 전기전자,음향기기,휴대용 음향기기,(주)아이리버,아이리버,여자 독백-쉘위댄스,(주)금강오길비,
Ogilbi19-06,2005,,60,가정용 전기전자,음향기기,휴대용 음향기기,(주)아이리버,아이리버,여자와 남자-쉘위댄스,(주)금강오길비,
Ogilbi19-07,2005,,30,가정용 전기전자,음향기기,휴대용 음향기기,(주)아이리버,아이리버,여자 독백멘트-이거 한번,(주)금강오길비,
Ogilbi20-01,2004,,15,수송기기,승용자동차,중형승용차,현대자동차(주),투싼,너에게만 허락한다,(주)금강오길비,
Ogilbi20-02,2005,,30,패션,내의류,남녀 패션내의,(주)트라이브랜즈,이끌림,"인영의 이끌림,경호의 이끌림",(주)금강오길비,
Ogilbi20-03,2004,,15,수송기기,승용자동차,중형승용차,현대자동차(주),SONATA,런칭편,(주)금강오길비,
Ogilbi20-04,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤 랄랄라,택시 손님/새로운표준요금,(주)금강오길비,
Ogilbi20-05,2004,,30,수송기기,승용자동차,중형승용차,현대자동차(주),SONATA,명차의감동,(주)금강오길비,
Ogilbi21-01,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,뮤직 ON,네버엔딩 스타파티편,(주)금강오길비,
Ogilbi21-02,2005,,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)디에이치씨코리아이엔씨,DHC,박주미-좋은습관 있으세요편,(주)금강오길비,
Ogilbi21-03,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),하이카,차태현-접촉편,(주)금강오길비,
Ogilbi21-04,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),하이카,차태현-깜빡하는 사람들,(주)금강오길비,
Ogilbi21-05,2004,,20,수송기기,승용자동차,중형승용차,기아자동차(주),쎄라토,곽채이편,(주)금강오길비,
Ogilbi21-06,2005,,20,수송기기,승용자동차,중형승용차,기아자동차(주),쏘렌토,런칭편,(주)금강오길비,
Ogilbi21-07,2005,,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,나드리화장품(주),나드리 메소니에,전도연편,(주)금강오길비,
Ogilbi22-01,2005,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,평생동안편,(주)금강오길비,
Ogilbi22-02,2005,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,뮤직 ON,미션인버져블 후지 록페스티벌,(주)금강오길비,
Ogilbi22-03,2005,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,폰앤펀,인간 대포알-펀과 폰이 만나다편,(주)금강오길비,
Ogilbi23-01,2005,,30,컴퓨터 및 정보통신,통신망,국제전화,온세통신,국제전화 00365,친구대화-내기할래,(주)금강오길비,
Ogilbi23-02,2005,,30,컴퓨터 및 정보통신,통신정보 서비스,전화정보서비스,온세통신,1679콜렉트콜,학교편,(주)금강오길비,
Ogilbi23-04,2005,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,폰앤펀,서커스 불꽃편,(주)금강오길비,
Ogilbi23-05,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),현대해상,처음 만나러 가는길,(주)금강오길비,
Ogilbi23-06,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,대한생명보험(주),대한생명,38세-나는 싸워야 한다편,(주)금강오길비,
Ogilbi23-07,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,대한생명보험(주),대한생명,35세-나는 이겨야 한다편,(주)금강오길비,
Ogilbi23-08,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,대한생명보험(주),대한생명,31세-나는 바꿔야 한다편,(주)금강오길비,
Ogilbi23-09,2005,,20,식품,제과,스낵,(주)크라운제과,콘칩,슈가편,(주)금강오길비,
Ogilbi23-10,2005,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,랄랄라요금 무료1500,총싸움편,(주)금강오길비,
Ogilbi23-11,2005,,30,컴퓨터 및 정보통신,통신망,이동통신,(주)엘지텔레콤,00388 스페셜,해변-모르시나편,(주)금강오길비,
Ogilbi23-12,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),현대해상,비오는날편,(주)금강오길비,
Ogilbi23-13,2005,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)포스코건설,더,"장동건-감성의#,생활의#",(주)금강오길비,
Ogilbi24-01,2005,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",현대증권(주),You First 현대증권,천문대편,(주)금강오길비,
Ogilbi24-02,2005,,30,서비스,스포츠 및 오락시설,공원 및 테마파크,한덕개발(주),서울랜드,쿨앤 매직,(주)금강오길비,
Ogilbi24-03,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),하이카,고장난 차,(주)금강오길비,
Ogilbi24-04,2005,,60,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),하이카,휴가잘 보내시죠,(주)금강오길비,
Ogilbi24-05,2005,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,폰앤펀,기다림이 즐거움으로편,(주)금강오길비,
Ogilbi24-06,2005,,20,가정용 전기전자,음향기기,휴대용 음향기기,(주)아이리버,아이리버,TEASER,(주)금강오길비,
Ogilbi24-07,2005,,20,가정용 전기전자,음향기기,휴대용 음향기기,(주)아이리버,아이리버,MISSION,(주)금강오길비,
Ogilbi24-08,2005,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국증권업협회,증권업협회,10년전의나,(주)금강오길비,
Ogilbi24-09,2005,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국증권업협회,증권업협회,10년후의 대한민국,(주)금강오길비,
Ogilbi24-11,2005,,30,"금융, 보험 및 증권",주식 및 유가증권,상품권,(주)현대백화점,현대백화점 상품권,마음은 마음을 알아봅니다,(주)금강오길비,
Ogilbi24-12,2005,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,현대해상화재보험(주),하이카,접촉사고편,(주)금강오길비,
Ogilbi24-14,2005,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",이수건설(주),브라운스톤,학교편,(주)금강오길비,
Ogilbi24-15,2005,,20,유통,대형유통,백화점,(주)뉴코아,뉴코아 아울렛,베이비립편,(주)금강오길비,
Ogilbi24-16,2005,,20,유통,대형유통,백화점,(주)뉴코아,뉴코아 아울렛,퀼트이불세트편,(주)금강오길비,
Ogilbi24-17,2005,,20,유통,대형유통,백화점,(주)뉴코아,뉴코아 아울렛,도자기세트편,(주)금강오길비,
Ogilbi24-18,2005,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,택시-내 지갑 어딨어요편,(주)금강오길비,
Ogilbi24-19,2005,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,조개구이/조개가 다 웃겠네편,(주)금강오길비,
Ogilbi24-20,2005,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,BANK ON,집 계약-집 팔렸습니다편,(주)금강오길비,
Ogilbi24-21,2005,,30,관공서 및 단체,단체,민간단체,대한주택보증주식회사,대한주택보증,부부편,(주)금강오길비,
Ogilbi24-22,2005,,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)디에이치씨코리아이엔씨,DHC식이섬유,박주미-디스코 클럽편,(주)금강오길비,
Ogilbi25-01,2005,,20,유통,대형유통,백화점,(주)뉴코아,뉴코아 아울렛,핸드백과 구두편,(주)금강오길비,
Ogilbi25-02,2005,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)포스코건설,더,"장동건-첨단의#,환경의#편",(주)금강오길비,
Ogilbi25-04,2005,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤,연인/오늘은 창밖에 당신이 있네요편,(주)금강오길비,
Ogilbi25-06,2005,,20,컴퓨터 및 정보통신,통신망,통신망 기타,한국디지털위성방송(주),스카이라이프,재핑의 즐거움,(주)금강오길비,
Ogilbi25-07,2005,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,폰앤펀,기다리는것도 기분이 좋다편,(주)금강오길비,
Ogilbi25-09,2005,,20,유통,대형유통,백화점,(주)뉴코아,뉴코아 아울렛,인조모피코트,(주)금강오길비,
Ogilbi26-01,2006,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",아프로에프씨그룹,PUSH&CASH,러브액츄얼리편,(주)금강오길비,
Ogilbi26-03,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤,"한석규,김주혁-제 2화 동행",(주)금강오길비,
Ogilbi26-08,2006,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,금연캠페인,치아변색편,(주)금강오길비,
Ogilbi26-09,2006,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,금연캠페인,기억력편,(주)금강오길비,
Ogilbi26-10,2006,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,금연캠페인,구취편,(주)금강오길비,
Ogilbi26-11,2006,,30,컴퓨터 및 정보통신,통신정보 서비스,전화정보서비스,온세통신,1678콜렉트콜,전근편,(주)금강오길비,
Ogilbi26-12,2006,,20,음료 및 기호식품,비알콜음료,"홍차, 녹차음료",해태음료(주),다원,교토에서 왔습니다,(주)금강오길비,
Ogilbi26-13,2006,,30,컴퓨터 및 정보통신,통신망,국제전화,온세통신,국제전화 00365,마술사편,(주)금강오길비,
Ogilbi26-14,2006,,30,컴퓨터 및 정보통신,통신정보 서비스,전화정보서비스,온세통신,1677콜렉트콜,고백편,(주)금강오길비,
Ogilbi27-01,2006,,30,제약 및 의료,대사성의약,자양강장제,한국담배인삼공사,홍삼원,마음을 전하는,(주)금강오길비,
Ogilbi27-03,2006,,20,제약 및 의료,진통제 및 안정제,해열 및 진통제,삼진제약(주),게보린,찜질방편,(주)금강오길비,
Ogilbi27-04,2006,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)포스코건설,더,장돈건-기차역편,(주)금강오길비,
Ogilbi27-05,2006,,30,패션,스포츠 전문복,스포츠 웨어,(주)나이키스포츠,나이키,박지성-투혼편,(주)금강오길비,
Ogilbi27-06,2006,,30,패션,스포츠 전문복,스포츠 웨어,(주)나이키스포츠,나이키,HONOR,(주)금강오길비,
Ogilbi27-07,2006,,30,패션,스포츠 전문복,스포츠 웨어,(주)나이키스포츠,나이키,루니-HEART,(주)금강오길비,
Ogilbi27-08,2006,,30,패션,스포츠 전문복,스포츠 웨어,(주)나이키스포츠,나이키,호나우딩요,(주)금강오길비,
Ogilbi27-09,2006,,30,패션,스포츠 전문복,스포츠 웨어,(주)나이키스포츠,나이키,TEAM,(주)금강오길비,
Ogilbi27-10,2006,,30,가정용 전기전자,음향기기,휴대용 음향기기,(주)아이리버,아이리버,회사편,(주)금강오길비,
Ogilbi28-01,2006,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐쉬,러시앤캐쉬,한채영편,(주)금강오길비,
Ogilbi28-02,2006,,30,"금융, 보험 및 증권",금융 및 보험,생명보험,아메리카인터내셔날어슈어런스캄파니,생명보험,"김도향-노래,댄스편",(주)금강오길비,
Ogilbi28-04,2006,,15,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,MOVEMENT,달리는 사람들/병원침대편,(주)금강오길비,
Ogilbi28-05,2006,,15,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,MOVEMENT,달리는 사람들/편의점편,(주)금강오길비,
Ogilbi28-06,2006,,15,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,MOVEMENT,달리는 사람들/반쪽머리,(주)금강오길비,
Ogilbi28-07,2006,,15,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,MOVEMENT,달리는 사람들/비즈니스편,(주)금강오길비,
Ogilbi28-08,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤,"한석규,김주혁-달리기편",(주)금강오길비,
Ogilbi28-09,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤,"한석규,김주혁-스타편",(주)금강오길비,
Ogilbi28-11,2006,,20,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)청구,ZIVEN,연주편,(주)금강오길비,
Ogilbi28-12,2006,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)청구,ZIVEN,집에 대한 낡은 생각을 버려라,(주)금강오길비,
Ogilbi28-13,2006,,30,패션,스포츠 전문복,스포츠 웨어,(주)나이키스포츠,나이키,"스포츠-창조하라,느껴라편",(주)금강오길비,
Ogilbi29-01,2006,,20,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,금연캠페인,우정편,(주)금강오길비,
Ogilbi29-02,2006,,20,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,금연캠페인,자동차편,(주)금강오길비,
Ogilbi29-03,2006,,20,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,금연캠페인,부자편,(주)금강오길비,
Ogilbi29-04,2006,,30,패션,정장의류,신사정장,(주)엘지상사엘지패션,TNGT,오~마이슈트,(주)금강오길비,
Ogilbi29-05,2006,,30,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,노인수발보험 캠페인,모녀편,(주)금강오길비,
Ogilbi29-06,2006,,40,관공서 및 단체,단체,공공단체,여성가족부,새싹플랜,잘커라 대한민국,(주)금강오길비,
Ogilbi29-07,2007,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,환경부,환경부 공익광고,종교편,(주)금강오길비,
Ogilbi29-08,2008,,30,제약 및 의료,대사성의약,"유,아동용 영양제",한국담배인삼공사,홍이장군,초등학생편,(주)금강오길비,
Ogilbi29-11,2006,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐쉬,러시앤캐쉬,시어머니편,(주)금강오길비,
Ogilbi29-12,2006,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐쉬,러시앤캐쉬,주문편,(주)금강오길비,
Ogilbi29-13,2006,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,아이는 미래입니다,강원래부부편,(주)금강오길비,
Ogilbi30-01,2006,,30,가정용품,생활잡화 및 기기,타올,송월타올(주),송월타올,흡수편,(주)금강오길비,
Ogilbi30-02,2006,,40,관공서 및 단체,단체,민간단체,대한의사협회,독감예방캠페인,독감마왕편,(주)금강오길비,
Ogilbi30-03,2006,,30,패션,스포츠 전문복,스포츠 웨어,(주)나이키스포츠,나이키,미쉘위편,(주)금강오길비,
Ogilbi30-08,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,17마일리지,전화연결/잘못 들으신거 아녀요,(주)금강오길비,
Ogilbi30-10,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,17마일리지,세상이 어떤 세상인데편,(주)금강오길비,
Ogilbi30-12,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,17마일리지,스튜어디스-평소대로 침착하게 통화만편,(주)금강오길비,
Ogilbi30-13,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,17마일리지,히치하이킹-단지 통화만 하면편,(주)금강오길비,
Ogilbi30-14,2006,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,17마일리지,효도온천관광-평소대로 통화만편,(주)금강오길비,
Ogilbi32-01,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,사라진이자,(주)금강오길비,
Ogilbi32-02,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,무이자광장,(주)금강오길비,
Ogilbi32-03,2007,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,보건복지가족부,뇌졸증,결투,(주)금강오길비,
Ogilbi32-04,2007,,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)스킨푸드,스킨푸드,성유리-호박편,(주)금강오길비,
Ogilbi32-05,2007,,30,패션,스포츠 전문복,스포츠 웨어,(주)아식스스포츠,아식스,남자 발레리나,(주)금강오길비,
Ogilbi32-11,2007,,30,컴퓨터 및 정보통신,통신기기,휴대폰,(주)엘지텔레콤,LG 텔레콤,CANU/손으로 그림,(주)금강오길비,
Ogilbi32-12,2007,,30,컴퓨터 및 정보통신,통신기기,휴대폰,(주)엘지텔레콤,LG 텔레콤,하얀캔유/과장이 심한 마이키,(주)금강오길비,
Ogilbi32-13,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤 오늘은,마이키/예언자 로라,(주)금강오길비,
Ogilbi32-14,2007,,20,식품,제과,파이,(주)크라운제과,빅파이,친구야-뜯었다 하면 우르르르,(주)금강오길비,
Ogilbi32-15,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,"조원석,김미려편",(주)금강오길비,
Ogilbi32-16,2007,,30,음료 및 기호식품,비알콜음료,기타 과실음료,매일유업(주),SUN UP,도망편,(주)금강오길비,
Ogilbi32-17,2007,,30,가정용 전기전자,영상기기,카메라,올림푸스한국(주),올림푸스,보아-뷰파인더 구속받지마라편,(주)금강오길비,
Ogilbi32-18,2007,,20,가정용 전기전자,영상기기,카메라,올림푸스한국(주),올림푸스,보아-꿇지 마라,(주)금강오길비,
Ogilbi32-19,2007,,20,가정용 전기전자,영상기기,카메라,올림푸스한국(주),올림푸스,보아-찡그리지 마라,(주)금강오길비,
Ogilbi33-01,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,영화전엔드,(주)금강오길비,
Ogilbi33-02,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,영화후탑,(주)금강오길비,
Ogilbi33-03,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,드라마전엔드,(주)금강오길비,
Ogilbi33-04,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,드라마후탑,(주)금강오길비,
Ogilbi33-05,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,보도전엔드,(주)금강오길비,
Ogilbi33-06,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,보도후탑,(주)금강오길비,
Ogilbi33-07,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,스포츠전엔드,(주)금강오길비,
Ogilbi33-08,2007,,15,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,스포츠후탑,(주)금강오길비,
Ogilbi33-09,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,조원석 양희성편,(주)금강오길비,
Ogilbi33-10,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,"조원석,양희성,김미려편",(주)금강오길비,
Ogilbi33-11,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,실루엣편,(주)금강오길비,
Ogilbi33-12,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,최민수 부부편,(주)금강오길비,
Ogilbi33-13,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,17마일리지,비행/기장안내방송편,(주)금강오길비,
Ogilbi33-14,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,북클럽,마이키들이대면편,(주)금강오길비,
Ogilbi33-15,2007,,30,음료 및 기호식품,비알콜음료,오렌지주스,매일유업(주),썬업리치애플,동물노래편,(주)금강오길비,
Ogilbi33-16,2007,,20,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,한국주택금융공사,주택연금,집만있으면,(주)금강오길비,
Ogilbi33-17,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG 텔레콤,마이키 T맨을 구하라,(주)금강오길비,
Ogilbi33-19,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,PR편,(주)금강오길비,
Ogilbi33-20,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,안심정액 요금제,우주인을 만난 마이키,(주)금강오길비,
Ogilbi33-23,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,콩문자 짱요금제,바람둥이 마이키,(주)금강오길비,
Ogilbi33-24,2007,,20,제약 및 의료,진통제 및 안정제,해열 및 진통제,삼진제약(주),게보린,대학편,(주)금강오길비,
Ogilbi33-25,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,첫출근편,(주)금강오길비,
Ogilbi33-26,2007,,30,"금융, 보험 및 증권",금융 및 보험,"할부금융, 캐피탈",러시앤캐시,러시앤캐시,콜센터편,(주)금강오길비,
Ogilbi33-27,2007,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",(주)한국외환은행,외환은행,깃털편,(주)금강오길비,
Ogilbi33-28,2007,,30,가정용 전기전자,영상기기,카메라,올림푸스한국(주),올림푸스,DRIFT,(주)금강오길비,
Ogilbi33-29,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,망내 20시간 무료통화,김구라부자편,(주)금강오길비,
Ogilbi33-30,2007,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,망내 20시간 무료통화,아버지랑 목욕/만원,(주)금강오길비,
Ori_0001,1969,,60,기초재,기초재 기타,기초재 기업PR,경인에너지,만선편(극장용),,(주)오리콤,합동통신
