제작연도,고유번호,공익광고작품명,대분류,소분류,영상링크-코바코 홈페이지,영상링크-유튜브,핵심 키워드(관리자 직접 지정),썸네일 이미지,썸네일 이미지 이름
1996,1996_02,부모님의 마음,가정/청소년,폭력예방,https://www.kobaco.co.kr/site/main/archive/advertising/5/400?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1996_02.jpg
1996,1996_03,서세원 부부,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/398?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1996_03.jpg
1996,1996_04,섬돌위의 신발,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/397?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1996_04.jpg
1996,1996_05,세계제일,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/402?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1996_05.jpg
1996,1996_06,맑은 물이 그립습니다,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/401?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1996_06.jpg
1996,1996_07,올바른 소비생활,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/399?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1996_07.jpg
1997,1997_01,노사는 무촌,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/424?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1997_01.jpg
1997,1997_02,다시 뜁시다,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/439?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1997_02.jpg
1997,1997_03,우리 모두 다 같이 조금만,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/405?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1997,1997_04,웃을 수 있는 미래,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/404?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1997,1997_05,태극기 사랑,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/426?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1997,1997_06,하얀색 투표용지,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/429?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1997_06.jpg
1998,1998_01,IMF졸업식,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/443?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1998,1998_02,도전,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/452?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1998_02.jpg
1998,1998_03,똑똑한 소비,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/441?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1998,1998_04,외채줄이기,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/442?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1998_04.jpg
1998,1998_05,의자,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/451?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1998_05.jpg
1998,1998_06,처음처럼,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/444?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1998_06.jpg
1998,1998_07,청소년 독백,가정/청소년,폭력예방,https://www.kobaco.co.kr/site/main/archive/advertising/5/440?cp=24&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1999,1999_01,기본이 바로 선 나라,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/454?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1999,1999_02,독서 캠페인,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/456?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1999_02.jpg
1999,1999_03,새 천년 새 한국,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/458?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1999_03.jpg
1999,1999_04,쉬운일은 아닙니다,경제사회/기타,부정부패,https://www.kobaco.co.kr/site/main/archive/advertising/5/455?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1999_04.jpg
1999,1999_05,우리는 드림팀이 아닙니다,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/457?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1999,1999_06,친절은 표현할때,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/453?cp=23&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1999_06.jpg
2000,2000_01,산불예방,자연환경,불조심,https://www.kobaco.co.kr/site/main/archive/advertising/5/463?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2000_01.jpg
2000,2000_02,우리의 아이,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/461?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2000_02.jpg
2000,2000_03,이웃사랑,공중보건/복지,헌혈,https://www.kobaco.co.kr/site/main/archive/advertising/5/462?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2000_03.jpg
2000,2000_04,제대로 찍으셔야죠,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/459?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2000_04.jpg
2000,2000_05,질서는 당신의 얼굴입니다,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/460?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2000_05.jpg
2000,2000_06,국민화합-조정경기,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/464?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2000_06.jpg
2001,2001_01,10년 후의 명함,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/474?cp=21&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2001_01.jpg
2001,2001_02,글로벌 에티켓,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/465?cp=22&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2001_02.jpg
2001,2001_03,샤워,자연환경,물,https://www.kobaco.co.kr/site/main/archive/advertising/5/472?cp=21&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2001_03.jpg
2001,2001_04,월드컵,경제사회/기타,국가브랜드,https://www.kobaco.co.kr/site/main/archive/advertising/5/467?cp=21&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2001_04.jpg
2001,2001_05,주수소,자연환경,물,https://www.kobaco.co.kr/site/main/archive/advertising/5/468?cp=21&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2001_05.jpg
2001,2001_06,친절,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/466?cp=21&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2001_06.jpg
2002,2002_01,무덤,공중보건/복지,담배/마약,https://www.kobaco.co.kr/site/main/archive/advertising/5/483?cp=1&sv=%EB%AC%B4%EB%8D%A4&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2002_01.jpg
2002,2002_02,미소,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/480?cp=1&sv=%EB%AF%B8%EC%86%8C&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2002_02.jpg
2002,2002_03,생활하수,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/485?cp=20&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2002_03.jpg
2002,2002_04,약속,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/481?cp=1&sv=%EC%95%BD%EC%86%8D&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2002_04.jpg
2002,2002_05,이웃사랑-결식아동,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/476?cp=21&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2002_05.jpg
2002,2002_06,불우이웃돕기-종소리,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/487?cp=20&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2002_06.jpg
2002,2002_07,푸른 신호등,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/478?cp=1&sv=%ED%91%B8%EB%A5%B8&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2002_07.jpg
2003,2003_01,나누는 마음,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/496?cp=19&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2003_01.jpg
2003,2003_02,늪,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/494?cp=1&sv=%EB%8A%AA&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2003_02.jpg
2003,2003_03,대화,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/491?cp=1&sv=%EB%8C%80%ED%99%94&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2003_03.jpg
2003,2003_04,손끝,자연환경,불조심,https://www.kobaco.co.kr/site/main/archive/advertising/5/489?cp=20&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2003_04.jpg
2003,2003_05,쓰레기는 죽지 않는다,자연환경,재활용,https://www.kobaco.co.kr/site/main/archive/advertising/5/495?cp=20&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2003_05.jpg
2003,2003_06,자랑스러운 한국인,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/497?cp=19&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2003_06.jpg
2004,2004_01,병들의 합창,자연환경,재활용,https://www.kobaco.co.kr/site/main/archive/advertising/5/500?cp=19&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2004_01.jpg
2004,2004_02,색안경,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/510?cp=1&sv=%EC%83%89%EC%95%88%EA%B2%BD&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2004_02.jpg
2004,2004_03,소중한 가정,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/513?cp=1&sv=%EC%86%8C%EC%A4%91%ED%95%9C&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2004_03.jpg
2004,2004_04,육류소비촉진,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/498?cp=19&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2004_04.jpg
2004,2004_05,세상에서 가장 아름다운 교육,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/508?cp=19&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2004_05.jpg
2004,2004_06,점묘화,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/505?cp=19&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2004_06.jpg
2005,2005_01,1분의 배려,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/525?cp=18&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2005_01.jpg
2005,2005_02,고맙습니다,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/517?cp=18&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2005_02.jpg
2005,2005_03,동갑내기 생일파티,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/518?cp=18&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2005_03.jpg
2005,2005_04,봄의 시작,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/516?cp=18&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2005_04.jpg
2005,2005_05,천의 얼굴,사회공동체,인터넷 예절,https://www.kobaco.co.kr/site/main/archive/advertising/5/519?cp=18&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2005_05.jpg
2005,2005_06,한일공동캠페인-당신의 말을 기다리고 있습니다(한국),가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/520?cp=18&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=falsee,,,O,2005_06.jpg
2005,2005_07,한일공동캠페인-대화하자(일본),가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/522?cp=1&sv=%EB%8C%80%ED%99%94&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,2005_07.jpg
2006,2006_01,어린날의 문화체험,가정/청소년,청소년,https://www.kobaco.co.kr/site/main/archive/advertising/5/553?cp=17&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2006_01.jpg
2006,2006_02,연탄은행,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/556?cp=17&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2006_02.jpg
2006,2006_03,음주운전,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/555?cp=17&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2006_03.jpg
2006,2006_04,정치후원금,경제사회/기타,선거,,,,,
2006,2006_05,참 잘했어요,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/554?cp=17&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2006_05.jpg
2006,2006_06,판소리,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/528?cp=18&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
2006,2006_07,환경수명,자연환경,일회용품 자제,https://www.kobaco.co.kr/site/main/archive/advertising/5/530?cp=17&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2006_07.jpg
2007,2007_01,아름다운 빈 손,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/562?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2007_01.jpg
2007,2007_02,아름다운 선물,가정/청소년,가족계획,https://www.kobaco.co.kr/site/main/archive/advertising/5/557?cp=17&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2007_02.jpg
2007,2007_03,인터넷 테러,사회공동체,인터넷 예절,https://www.kobaco.co.kr/site/main/archive/advertising/5/560?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2007_03.jpg
2007,2007_04,일회용품들의 수다,자연환경,일회용품 자제,https://www.kobaco.co.kr/site/main/archive/advertising/5/559?cp=17&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2007_04.jpg
2007,2007_05,정치후원금-즐거운후원,경제사회/기타,선거,,,,,
2007,2007_06,평생태교,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/561?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2007_06.jpg
2008,2008_01,꿈의 희망가,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/563?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_01.jpg
2008,2008_02,당신의 액세서리,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/571?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_02.jpg
2008,2008_03,말하세요,가정/청소년,폭력예방,https://www.kobaco.co.kr/site/main/archive/advertising/5/570?cp=1&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=2008&adtDefaultYear=false,,,O,2008_03.jpg
2008,2008_04,세상 가장 아름다운 표정,공중보건/복지,헌혈,https://www.kobaco.co.kr/site/main/archive/advertising/5/567?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_04.jpg
2008,2008_05,스타,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/566?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_05.jpg
2008,2008_06,에너지는 현금입니다,자연환경,에너지 절약,https://www.kobaco.co.kr/site/main/archive/advertising/5/568?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_06.jpg
2008,2008_07,에코라이벌,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/565?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_07.jpg
2008,2008_08,우리나라에 버렸습니다,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/569?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_08.jpg
2008,2008_09,움직이세요,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/570?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_09.jpg
2008,2008_10,컬러,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/564?cp=16&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2008_10.jpg
2008,2008_11,행복을 채워주는 사람,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/572?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
2009,2009_01,I am Korean,경제사회/기타,국가브랜드,https://www.kobaco.co.kr/site/main/archive/advertising/5/575?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_01.jpg
2009,2009_02,과거 속에 미래가 있다,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/573?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_02.jpg
2009,2009_03,녹색혁명가,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/578?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=falsee,,,O,2009_03.jpg
2009,2009_04,대신할 수 없는 것,자연환경,물,https://www.kobaco.co.kr/site/main/archive/advertising/5/580?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_04.jpg
2009,2009_05,대한민국 1000명에게 물었습니다,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/581?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_05.jpg
2009,2009_06,대한민국을 갉아먹는 글,사회공동체,인터넷 예절,https://www.kobaco.co.kr/site/main/archive/advertising/5/577?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_06.jpg
2009,2009_07,밥이되고 싶습니다-나눔A,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/574?cp=15&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_07.jpg
2009,2009_08,아이는 나라의 건강한 미래,가정/청소년,가족계획,https://www.kobaco.co.kr/site/main/archive/advertising/5/579?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_08.jpg
2009,2009_09,안보고 안듣고 말안하고,경제사회/기타,선거,,,,,
2009,2009_10,인간낚시,사회공동체,안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/576?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_10.jpg
2009,2009_11,청탁의 조종,사회공동체,부정부패,https://www.kobaco.co.kr/site/main/archive/advertising/5/582?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2009_11.jpg
2010,2010_01,마음 속 리모콘,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/583?cp=14&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_01.jpg
2010,2010_02,모습은 비슷해도 결과는 정반대,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/664?cp=13&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_02.jpg
2010,2010_03,바른생활,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/662?cp=13&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_03.jpg
2010,2010_04,부모와 학부모,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/584?cp=13&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_04.jpg
2010,2010_05,사라집니다,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/586?cp=13&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_05.jpg
2010,2010_06,세계예의지국,경제사회/기타,국가브랜드,https://www.kobaco.co.kr/site/main/archive/advertising/5/653?cp=13&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_06.jpg
2010,2010_07,술잔들의 질주,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/585?cp=13&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_07.jpg
2010,2010_08,이상한 나라,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/627?cp=13&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,2010_08.jpg
