번호,명칭,수량,재질,시대,용도기능,입수처,크기(cm),특징
678,한국잡지 100년,1,종이,1995년(현대),한국잡지협회에서 발간한 한국잡지100년사,한국광고업협회(현재 한국광고산업협회),23.9×28.9×3.1,322쪽(앞뒤 표지 제외)
679,한국신문방송연감 2001/2002,1,종이,2001년(현대),한국언론재단에서 발간한 신문방송연감,한국광고업협회(현재 한국광고산업협회),19.8×26.9×4.8,884쪽(앞뒤 표지 제외)
680,‘93제일기획광고작품집,1,종이,1993년(현대),제일기획에서 발간한 광고작품집,한국광고업협회(현재 한국광고산업협회),21×29.1×1.8,152쪽(앞뒤 표지 제외)
681,선경크리에이티브모음집,1,종이,1995년(현대),선경 광고모음집,한국광고업협회(현재 한국광고산업협회),22.5×31×0.8,134쪽(앞뒤 표지 제외)
682,한국디자인연감 1997,1,종이,1997년(현대),디자인 연감,한국광고업협회(현재 한국광고산업협회),8.9×30.5×0.8,112쪽(앞뒤 표지 제외)
683,97한국광고작품년감,1,종이,1997년(현대),광고작품연감,한국광고업협회(현재 한국광고산업협회),8.9×30×3,391쪽(앞뒤 표지 제외)
684,KAPA ANNUAL 11,1,종이,2008년(현대),한국광고사진가협회에서 발간한 광고 연감,한국광고업협회(현재 한국광고산업협회),24×30.5×2,226쪽(앞뒤 표지 제외)
685,KAPA ANNUAL 12 2009,1,종이,2009년(현대),한국광고사진가협회에서 발간한 광고 연감,한국광고업협회(현재 한국광고산업협회),23.5×30.5×2,238쪽(앞뒤 표지 제외)
686,한국광고사진연감 13,2,"종이, 플라스틱",2010년(현대),한국광고사진가협회에서 발간한 광고 연감,한국광고업협회(현재 한국광고산업협회),23.5×30.5×2,"250쪽(앞뒤 표지 제외), DVD 포함"
687,1996 韓國廣告作品年鑑CREATIVE ANNUAL OF KOREA,1,종이,1996년(현대),한국작품광고연가집,한국광고업협회(현재 한국광고산업협회),23×30.8×3,350쪽(앞뒤 표지 제외)
688,ADVERTISING AWARDS ANNUAL 대한민국 광고대상 연감,1,종이,2004년(현대),광고연구원에서 발간한 광고대상연감,한국광고업협회(현재 한국광고산업협회),23×30.9×2.5,362쪽(앞뒤 표지 제외)
689,대한민국광고대상2010대한민국광고대상 작품집,2,"종이, 플라스틱",2010년(현대),한국광고단체연합회에서 발간한 광고대상작품집,한국광고업협회(현재 한국광고산업협회),29.8×21×1.8,"222쪽(앞뒤 표지 제외), DVD 포함"
690,대통령 될래? 광고인 될래!,1,종이,1996년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.1×22.3×1.5,256쪽(앞뒤 표지 제외)
691,뉴미디어 개론,1,종이,2000년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.4×22.4×1.9,나남新書 180382쪽(앞뒤 표지 제외)
692,광고조사론,1,종이,1993년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.1×22.4×2.2,나남신서 258418쪽(앞뒤 표지 제외)
693,광고 문화 비평,1,종이,2000년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.2×22.4×1.4,236쪽(앞뒤 표지 제외)
694,"광고의 신화, 욕망, 이미지",1,종이,1993년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),18.1×24.5×1.4,272쪽(앞뒤 표지 제외)
695,‘여성의 눈’으로 본 섹슈얼리티와 대중문화,1,종이,1999년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.3×22.3×1.4,212쪽(앞뒤 표지 제외)
696,광고언어 사용의 기준,1,종이,1993년(현대),광고언어 사용 연구보고서,한국광고업협회(현재 한국광고산업협회),15.2×21×1.5,262쪽(앞뒤 표지 제외)
697,방송기술 이야기아날로그에서 디지털까지,1,종이,2002년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.4×22.4×1.5,252쪽(앞뒤 표지 제외)
698,광고관련 판례집,1,종이,2000년(현대),광고관련 판례집,한국광고업협회(현재 한국광고산업협회),15.2×22.2×1.5,322쪽(앞뒤 표지 제외)
699,변화하는 일본의 애니매이션 산업,1,종이,2001년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.3×22.4×1.5,220쪽(앞뒤 표지 제외)
700,성표현 광고와 규제,1,종이,1992년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.1×22.1×1.6,나남新書 167324쪽(앞뒤 표지 제외)
701,광고기획론,1,종이,1995년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.2×22.2×1.9,나남신서 170326쪽(앞뒤 표지 제외)
702,공익광고의 은밀한 폭력,1,종이,2000년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),14.6×22.4×1.5,274쪽(앞뒤 표지 제외)
703,시장원리와 공익성의 조화,1,종이,2003년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),14.9×22.5×1.5,연구총서 1310쪽(앞뒤 표지 제외)
704,광고와 저작권 실무[문답해설],1,종이,1995년(현대),저작권 연구보고서,한국광고업협회(현재 한국광고산업협회),15.2×22.4×1.4,248쪽(앞뒤 표지 제외)
705,손에 잡히는 멀티미디어,1,종이,1995년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.2×22.4×1.5,292쪽(앞뒤 표지 제외)
706,일본광고 최근 30년간 일본에서 크게 성공한 광고 526편 맛보기,1,종이,1999년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),17.6×22.5×1.8,340쪽(앞뒤 표지 제외)
707,카피 워크샵,1,종이,1995년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),19×25.9×2.4,광연선서 8404쪽(앞뒤 표지 제외)
708,광고행정백서 1997,1,종이,1997년(현대),광고행정 연구보고서,한국광고업협회(현재 한국광고산업협회),18.7×25.4×3.2,660쪽(앞뒤 표지 제외)
709,HDTV 기술과 영상제작 노하우TV영상 제작 이론과 실무,1,종이,2001년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),18.9×25.6×2.1,452쪽(앞뒤 표지 제외)
710,현대광고의 이해,1,종이,2001년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),18.7×25.5×1.9,나남신서 598412쪽(앞뒤 표지 제외)
711,광고문헌 총목록,1,종이,1992년(현대),코래드 광고전략연구소에서 발행한 광고문헌 목록집,한국광고업협회(현재 한국광고산업협회),18.9×25.7×2.1,408쪽(앞뒤 표지 제외)
712,방송실무논문집,1,종이,1999년(현대),방송실무논문집,한국광고업협회(현재 한국광고산업협회),18.9×25.8×2,356쪽(앞뒤 표지 제외)
713,방송핸드북,1,종이,1995년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.2×22.3×2.7,방송문화진흥총서12556쪽(앞뒤 표지 제외)
714,황금시장 인터넷 광고를 잡아라,1,종이,1997년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.4×22.4×1.6,266쪽(앞뒤 표지 제외)
715,日本의 廣告,1,종이,1993년(현대),일본의 광고 연구서,한국광고업협회(현재 한국광고산업협회),19×25.6×2,나남신서 284324쪽(앞뒤 표지 제외)
716,오리콤30년 광고이야기,1,종이,1997년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),18.5×25.6×1.5,324쪽(앞뒤 표지 제외)
717,수리적 모형을 이용한 광고효과와 매체계획의 이해,1,종이,2001년(현대),광고 연구보고서,한국광고업협회(현재 한국광고산업협회),18.7×25.7×1.9,마케팅/광고총서 3316쪽(앞뒤 표지 제외)
718,브랜드 전쟁킬러 브랜드를 만드는 10가지 법칙,1,종이,2002년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.2×22.3×1.9,308쪽(앞뒤 표지 제외)
719,신문광고에서 비즈니스를 읽는다,1,종이,1995년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.9×23.1×2,한언경영연구 3330쪽(앞뒤 표지 제외)
720,광고 크리에이티브·기본편,1,종이,2000년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),18.8×25.5×1.5,284쪽(앞뒤 표지 제외)
721,MIPTV/MILIA2005Spotlight on Korea,1,종이,2005년(현대),MIPTV/MILIA2005 컨퍼런스 보고서,한국광고업협회(현재 한국광고산업협회),19.5×26.7×1.2,138쪽(앞뒤 표지 제외)
722,‘96뉴마케팅으로 世界一流企業 만든다,1,종이,1995년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),14.8×22.1×2.8,534쪽(앞뒤 표지 제외)
723,신문방송기사문장,1,종이,1996년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),15.3×22.5×3,언론연구원총서-20596쪽(앞뒤 표지 제외)
724,Out of the Box영국의 방송 프로그램 시장,1,종이,2001년(현대),영국 방송 프로그램 시장 연구보고서,한국광고업협회(현재 한국광고산업협회),15.3×22.4×1.2,230쪽(앞뒤 표지 제외)
725,연합르페르(YONHAP Repere)2008년 5월호(325집),1,종이,2008년(현대),연합뉴스가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),21×27×1,"월간지, 234쪽(앞뒤 표지 제외)"
726,연합르페르(YONHAP Repere)2008년 7월호(327집),1,종이,2008년(현대),연합뉴스가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),21×27×0.9,"월간지, 210쪽(앞뒤 표지 제외)"
727,연합르페르(YONHAP Repere)2008년 10월호(330집),1,종이,2008년(현대),연합뉴스가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),21×27×0.9,"월간지, 210쪽(앞뒤 표지 제외)"
728,연합르페르(YONHAP Repere)2008년 11월호(331집),1,종이,2008년(현대),연합뉴스가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),21×27×1,"월간지, 218쪽(앞뒤 표지 제외)"
729,KOREA AD TIMES2002년 1월호 (통권29호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.6×0.7,"월간지, 140쪽(앞뒤 표지 제외)"
730,KOREA AD TIMES2002년 2월호(통권30호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),23×30.5×0.7,"월간지, 140쪽(앞뒤 표지 제외)"
731,KOREA AD TIMES2002년 4월호(통권32호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.7,"월간지, 140쪽(앞뒤 표지 제외)"
732,KOREA AD TIMES2002년 5월호(통권33호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.8,"월간지, 140쪽(앞뒤 표지 제외)"
733,KOREA AD TIMES2002년 6월호(통권34호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.7,"월간지, 134쪽(앞뒤 표지 제외)"
734,KOREA AD TIMES2002년 7월호(통권35호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.3×0.8,"월간지, 146쪽(앞뒤 표지 제외)"
735,KOREA AD TIMES2002년 8월호(통권36호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.4×0.8,"월간지, 144쪽(앞뒤 표지 제외)"
736,KOREA AD TIMES2002년 9월호(통권37호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.7,"월간지, 140쪽(앞뒤 표지 제외)"
737,KOREA AD TIMES2002년 10월호(통권38호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×0.7,"월간지, 140쪽(앞뒤 표지 제외)"
738,KOREA AD TIMES2002년 11월호(통권39호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×0.8,"월간지, 136쪽(앞뒤 표지 제외)"
739,KOREA AD TIMES2002년 12월호(통권40호),1,종이,2002년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.8,"월간지, 144쪽(앞뒤 표지 제외)"
740,KOREA AD TIMES2003년 1월호(통권41호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
741,KOREA AD TIMES2003년 2월호(통권42호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
742,KOREA AD TIMES2003년 3월호(통권43호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.3×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
743,KOREA AD TIMES2003년 4월호(통권44호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
744,KOREA AD TIMES2003년 5월호(통권45호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
745,KOREA AD TIMES2003년 6월호(통권46호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×1,"월간지, 176쪽(앞뒤 표지 제외)"
746,KOREA AD TIMES2003년 7월호(통권47호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
747,KOREA AD TIMES2003년 8월호(통권48호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
748,KOREA AD TIMES2003년 9월호(통권49호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
749,KOREA AD TIMES2003년 10월호(통권50호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
750,KOREA AD TIMES2003년 11월호(통권51호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
751,KOREA AD TIMES2003년 12월호(통권52호),1,종이,2003년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),23×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
752,KOREA AD TIMES2004년 1월호(통권53호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
753,KOREA AD TIMES2004년 4월호(통권56호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
754,KOREA AD TIMES2004년 5월호(통권57호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
755,KOREA AD TIMES2004년 6월호(통권58호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
756,KOREA AD TIMES2004년 8월호(통권60호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
757,KOREA AD TIMES2004년 9월호(통권61호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
758,KOREA AD TIMES2004년 10월호(통권62호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
759,KOREA AD TIMES2004년 11월호(통권63호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
760,KOREA AD TIMES2004년 12월호(통권64호),1,종이,2004년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30×1,"월간지, 176쪽(앞뒤 표지 제외)"
761,KOREA AD TIMES2005년 1월호(통권65호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
762,KOREA AD TIMES2005년 2월호(통권66호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
763,KOREA AD TIMES2005년 3월호(통권67호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
764,KOREA AD TIMES2005년 4월호(통권68호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
765,KOREA AD TIMES2005년 5월호(통권69호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.6×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
766,KOREA AD TIMES2005년 6월호(통권70호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
767,KOREA AD TIMES2005년 7월호(통권71호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.4×1,"월간지, 176쪽(앞뒤 표지 제외)"
768,KOREA AD TIMES2005년 8월호(통권72호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
769,KOREA AD TIMES2005년 9월호(통권73호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 184쪽(앞뒤 표지 제외)"
770,KOREA AD TIMES2005년 10월호(통권74호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.5×1,"월간지, 192쪽(앞뒤 표지 제외)"
771,KOREA AD TIMES2005년 11월호(통권75호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×1,"월간지, 192쪽(앞뒤 표지 제외)"
772,KOREA AD TIMES2005년 12월호(통권76호),1,종이,2005년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 184쪽(앞뒤 표지 제외)"
773,KOREA AD TIMES2006년 1월호(통권77호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.5×30.4×0.9,"월간지, 184쪽(앞뒤 표지 제외)"
774,KOREA AD TIMES2006년 2월호(통권78호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.4×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
775,KOREA AD TIMES2006년 3월호(통권79호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.6×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
776,KOREA AD TIMES2006년 4월호(통권80호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
777,KOREA AD TIMES2006년 5월호(통권81호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
778,KOREA AD TIMES2006년 6월호(통권82호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
779,KOREA AD TIMES2006년 7월호(통권83호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
780,KOREA AD TIMES2006년 8월호(통권84호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.5×1,"월간지, 176쪽(앞뒤 표지 제외)"
781,KOREA AD TIMES2006년 9월호(통권85호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×31.1×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
782,KOREA AD TIMES2006년 10월호(통권86호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
783,KOREA AD TIMES2006년 11월호(통권87호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
784,KOREA AD TIMES2006년 12월호(통권88호),1,종이,2006년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
785,KOREA AD TIMES2007년 1월호(통권89호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×0.9,"월간지, 176쪽(앞뒤 표지 제외)"
786,KOREA AD TIMES2007년 2월호(통권90호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×1,"월간지, 184쪽(앞뒤 표지 제외)"
787,KOREA AD TIMES2007년 3월호(통권91호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 184쪽(앞뒤 표지 제외)"
788,KOREA AD TIMES2007년 4월호(통권92호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×1,"월간지, 184쪽(앞뒤 표지 제외)"
789,KOREA AD TIMES2007년 5월호(통권93호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.5×0.9,"월간지, 184쪽(앞뒤 표지 제외)"
790,KOREA AD TIMES2007년 6월호(통권94호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×1.1,"월간지, 184쪽(앞뒤 표지 제외)"
791,KOREA AD TIMES2007년 7월호(통권95호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.4×1,"월간지, 184쪽(앞뒤 표지 제외)"
792,KOREA AD TIMES2007년 8월호(통권96호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.4×1,"월간지, 184쪽(앞뒤 표지 제외)"
793,KOREA AD TIMES2007년 9월호(통권97호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.4×1,"월간지, 208쪽(앞뒤 표지 제외)"
794,KOREA AD TIMES2007년 10월호(통권98호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.5×1,"월간지, 192쪽(앞뒤 표지 제외)"
795,KOREA AD TIMES2007년 11월호(통권99호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 192쪽(앞뒤 표지 제외)"
796,KOREA AD TIMES2007년 12월호(통권100호),1,종이,2007년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.5×1,"월간지, 208쪽(앞뒤 표지 제외)"
797,KOREA AD TIMES2008년 1월호(통권101호),1,종이,2008년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.5×1,"월간지, 192쪽(앞뒤 표지 제외)"
798,KOREA AD TIMES2008년 2월호(통권102호),1,종이,2008년(현대),KOREA AD TIMES가 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.7×0.9,"월간지, 284쪽(앞뒤 표지 제외)"
799,Ad.com 1999년 9월호창간호,1,종이,1999년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.6×30.3×0.6,"창간호, 월간지,136쪽(앞뒤 표지 제외)"
800,Ad.com 1999년 10월호,1,종이,1999년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.9×30.4×0.8,"월간지, 148쪽(앞뒤 표지 제외)"
801,Ad.com 1999년 11월호,1,종이,1999년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.6×30.3×0.7,"월간지, 144쪽(앞뒤 표지 제외)"
802,Ad.com 1999년 12월호,1,종이,1999년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.3×0.7,"월간지, 140쪽(앞뒤 표지 제외)"
803,Ad.com 2000년 1월호(통권5호),1,종이,2000년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),23×30.6×0.8,"월간지, 148쪽(앞뒤 표지 제외)"
804,Ad.com 2000년 2월호(통권6호),1,종이,2000년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.7×30.4×0.7,"월간지, 144쪽(앞뒤 표지 제외)"
805,Ad.com 2000년 3월호(통권7호),1,종이,2000년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.3×0.7,"월간지, 148쪽(앞뒤 표지 제외)"
806,Ad.com 2000년 4월호(통권8호),1,종이,2000년(현대),KOMA(주)에서 발행한 월간 잡지,한국광고업협회(현재 한국광고산업협회),22.8×30.4×0.8,"월간지, 140쪽(앞뒤 표지 제외)"
