광고소재등록일,대업종,중업종,소업종,인공지능(AI) 인식 키워드,수동 키워드
2022-11-03,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,"구름,사람,풀,하늘","들다,만화같은,보안,블록챗,블록체인랩스,비가 오는,소리를 전달하다,암전,커지다,컵에 연결한,큰 인형,평원,흐린"
2022-11-09,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,"구름,사람,풀,하늘","들다,만화같은,보안,블록챗,블록체인랩스,비가 오는,소리를 전달하다,암전,커지다,컵에 연결한,큰 인형,평원,흐린"
2022-11-09,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,"구름,사람,풀","들다,만화같은,보안,블록챗,블록체인랩스,비가 오는,소리를 전달하다,암전,줄이 올라가다,커지다,컵에 연결한,큰 인형,평원,흐린"
2017-04-17,서비스,음식및숙박,기타프랜차이즈점,"사람,이동욱,창,피자,하늘,호미곶등대","만들다,만족스러운,맛있는,먹다,불고기,속삭이다,웃다,카메라응시,피자,핫치킨"
2017-03-31,식품,제빵,"햄버거,피자및샌드위치","사람,이동욱,창,하늘,호미곶등대","거칠게,기분좋은,넣어,만들다,맛있게,맛있는,매장,매콤한,먹다,먹음직스러운,부드러운,부드럽게,사랑하다,생불고기,쏘아보다,알보,웃다,직접볶다,치킨,카메라응시,토핑,피자"
2017-03-29,식품,제빵,"햄버거,피자및샌드위치","공지천구름다리,사람,율곡이이동상,이동욱,창,피자,하늘,호미곶등대","거칠게,기분좋은,넣어,만들다,맛있게,맛있는,매장,매콤한,먹다,먹음직스러운,부드러운,부드럽게,사랑하다,생불고기,쏘아보다,알보,웃다,직접볶다,치킨,카메라응시,토핑,피자"
2023-06-13,서비스,음식및숙박,패스트푸드점,"테이블,피자","굴러가다,떼어내다,새우,알볼로 에프앤씨,얹혀있는,올리브 조각,원형,치즈조각,클로즈업,피자,화살표"
2023-06-13,서비스,음식및숙박,패스트푸드점,"테이블,피자","굴러가다,떼어내다,새우,알볼로 에프앤씨,얹혀있는,올리브 조각,원형,치즈조각,클로즈업,피자,화살표"
2023-06-13,서비스,음식및숙박,패스트푸드점,"곡식,도우,물,사람,피자","CG,담백한,돌다,맛있는,밀,밀려들다,백미,숙성,쏟아지다,여성성우,쫄깃한,클로즈업,하이앵글,회전,흑미"
2023-06-13,서비스,음식및숙박,패스트푸드점,"그릇,브로콜리,식탁,테이블","가격,가격 인하,거꾸로 가는,맛있어 보이는,비교하는,새우가 떨어지는,새우를 넣은,알볼로 에프앤씨,야채,피자,피자 한판,피자알볼로"
2023-06-13,서비스,음식및숙박,패스트푸드점,"그릇,브로콜리,식탁,테이블","가격,가격 인하,거꾸로 가는,맛있어 보이는,비교하는,새우가 떨어지는,새우를 넣은,알볼로 에프앤씨,야채,피자,피자 한판,피자알볼로"
2021-07-01,식품,제빵,"햄버거,피자및샌드위치","그릇,나무,사람,새,송강,하늘","국악,날다,동화,밤,생생한,소년,송강,웅장한,치즈,피자,하늘"
2021-07-01,식품,제빵,"햄버거,피자및샌드위치","강,그릇,나무,사람,새,송강,하늘","국악,날다,동화,밤,생생한,소년,송강,웅장한,치즈,피자,하늘"
2021-07-01,식품,제빵,"햄버거,피자및샌드위치","건물,그릇,나무,사람,새,송강,하늘","국악,날다,동화,밤,생생한,소년,송강,웅장한,치즈,피자,하늘"
2022-08-18,식품,건강식품,건강보조식품,"나무,넥타이,사람,스케이트보드,울타리,창,책,침대,콘크리트 벽,포장 도로,하늘,핸드백","꿈,난타를 하다,박수치다,보드를 타다,스포티한,아이오인코퍼레이티드,역동적인,열정,익스트림,익스트림한 인생을 위해,일어나는,줄을 오르다,출근하는,침대에 누운"
2022-08-04,식품,건강식품,건강보조식품,"나무,넥타이,사람,스케이트보드,시계,유리병,창,책,컵,콘크리트 벽,하늘,핸드백","거리의,건강기능식품,건강한,근육질의,남성의,신선한,오메가3,젊은,혈행건강,활력있는"
2022-08-02,식품,건강식품,건강보조식품,"교차로 횡단보도,기차,나무,넥타이,사람,스케이트보드,울타리,유리병,의자,창,책,침대,커튼,컵,포장 도로,하늘,핸드백","공허한 일상,도시 회사원의 외로움,도전,모험에 필요한 체력,브랜딩,시작,아이오인코퍼레이티드,열정,익스트림,전환,조화되는 배경음악"
2023-09-13,식품,건강식품,건강식품기타,"구름,김종국,병,사람,하늘","건네다,구름,달리다,런닝 머신,받아 들다,뻗다,손 꼽다,아이오인코퍼레이티드,앉은 채,하늘"
2023-09-25,식품,건강식품,건강식품기타,"TV,구름,김종국,넥타이,병,사람,하늘,핸드폰","건네다,넥타이,달리다,락커,런닝머신,받아 들다,셔츠,아이오인코퍼레이티드,자켓,줌인,집어 든 채,포스터,핸드폰,후드티,휘둥그래"
2022-11-16,서비스,서비스기타,서비스제품종합,"고양이,관목,김고은,꽃,꽃병,나무,나무마루,벤치,사람,선반,소파,의자,천장,화분에 심은 식물","기대다,내려보다,던지다,돌아 보다,붓다,빠져 나오다,쌓아 올리다,아로펫,양 손으로,어루 만지다,입맛 다시다,장난치다,줌 아웃,집어 들다"
2022-10-12,기초재,기초재기타,기초재기타,"고양이,꽃병,나무,사람,사료,선반,소파,윤제이,의자,천장,콘크리트 벽,펜스,하늘","감자밭,거실에 앉다,공양이,극강,꽃밭,냄새,농부,먼지,부스럼,사료,여성,응고력,일구다,정원,펫"
2022-09-29,화장품및보건용품,여성기초화장품,여성일반기초화장품,"사람,콘크리트 벽","건강한,기능성,비타민,새로운,신선한,여성,젊은,콜라겐,탄탄한,피부,화장품"
2022-06-29,교육및복지후생,교육기관,유아유치원,사람,"14일의기적,4세,기초교육,단어암기,브레인나우,스칸디에듀,영어교육,유아,전시,조기교육"
2020-10-14,교육및복지후생,교육기관,유아유치원,"사람,창","교육,그래픽,단어,대답하다,똑똑한,맞히다,영어,유창한,즐기다,학습"
2020-08-27,교육및복지후생,교육기관,유아유치원,"곰인형,냉장고,사람,울산대교전망대","14일,cm송,발랄한,신기한,신나는,영어교육,조기교육,즐거운"
2022-02-22,가정용품,가구류,침대,"개,사람,의자,이제훈,창,침대","강아지,금성침대,깐깐하다,내 몸에 맞다,놀다,독백하다,독신생활,만들다,반려동물,브라운 빛의,안착하다,열심히,웃다,작성하다,즐기다,착하다,침대,편안한"
2022-02-22,가정용품,가구류,침대,"개,건물,꽃병,불빛,사람,소파,식탁,의자,이제훈,창,책,천장,침대,커튼,타일마루","강아지,금성침대,까다로운,깐깐하다,만들다,반려동물,안착하다,연기하다,연습하다,열심히,착하다,침대,편안한"
2021-08-04,가정용품,가구류,침대,"개,꽃병,벤치,불빛,사람,소파,식탁,의자,이제훈,창,책,천장,침대,커튼,컵,타일마루","강아지,눕다,실내,연습하다,웃다,응시하다,이제훈,집,창문,침대,편안한"
2021-08-04,가정용품,가구류,침대,"개,사람,의자,이제훈,창,책,침대,커튼,타일마루","개,눕다,역동적인,윙크하다,응시하다,이제훈,일상,창,침대,편안한"
2021-01-27,가정용품,가구류,침대,"개,김정현(1990),불빛,사람,율곡이이동상,의자,이제훈,창,책,침대,커튼,콘크리트 벽,타일마루","누운,만족스런,말하다,미소,반려동물,윙크하다,즐거운,착하다,카메라를 보며,편안한,행복한"
2021-08-04,가정용품,가구류,침대,"개,꽃병,담요,벤치,불빛,사람,식탁,의자,이제훈,창,책,천장,침대,커튼,콘크리트 벽,타일 벽,화분에 심은 식물","강아지,눕다,실내,연습하다,웃다,응시하다,이제훈,집,창문,침대,편안한"
2021-01-27,가정용품,가구류,침대,"개,공지천구름다리,꽃병,담요,벤치,불빛,사람,소파,식탁,율곡이이동상,의자,창,책,천장,침대,커튼,콘크리트 벽,타일마루,화분에 심은 식물","까다로운,깐깐한,만들다,만족스런,반려동물,안착한,즐거운,착하게,편안한,행복한"
2021-01-27,가정용품,가구류,침대,"개,건물,공지천구름다리,꽃병,노트북,담요,바닥,벤치,불빛,사람,소파,식탁,우산,의자,창,책,천장,침대,커튼,콘크리트 벽,타일마루","까다로운,깐깐한,만들다,만족스런,반려동물,안착한,즐거운,착하게,편안한,행복한"
2021-03-15,가정용품,가구류,침대,"개,공지천구름다리,김정현(1990),꽃병,눈,백종원,벤치,불빛,사람,소파,식탁,우산,의자,이상윤,장성규,조인성,창,책,천장,침대,커튼,콘크리트 벽,타일마루","강아지,기분좋은,까다로운,만족,만족하다,미소짓다,반려동물,이제훈,촬영장,침대,카메라를보며,편안한,행복한"
2021-03-15,가정용품,가구류,침대,"개,공지천구름다리,꽃병,담요,불빛,사람,손흥민,식탁,율곡이이동상,의자,조인성,창,책,천장,침대,커튼,컵,콘크리트 벽,타일마루,화분에 심은 식물","강아지,기분좋은,만족,만족하다,미소짓다,반려동물,이제훈,침대,카메라를보며,편안한,행복한"
2021-03-15,가정용품,가구류,침대,"개,김정현(1990),사람,의자,이상윤,이제훈,창,책,침대,커튼,타일마루","강아지,기분좋은,만족,만족하다,미소짓다,반려동물,이제훈,침대,카메라를보며,편안한,행복한"
2021-08-27,가정용품,가구류,침대,"개,꽃병,사람,소파,의자,이제훈,창,책,천장,침대,커튼,콘크리트 벽,타일마루,화분에 심은 식물","개,거울,까다로운,깐깐한,눕다,밝은,생활,세련된,이제훈,정장,침대,편리한,편안한"
2021-08-27,가정용품,가구류,침대,"개,사람,의자,이제훈,창,책,침대,타일마루","강아지,눕다,새로운,생활,이제훈,잠,조용한,차분한,침대,편리한,편안한"
2021-08-27,가정용품,가구류,침대,"개,거울,꽃병,불빛,사람,소파,식탁,의자,이제훈,창,책,천장,침대,커튼,콘크리트 벽,타일마루","깐깐한,눕다,만족,만족하다,반려동물,이제훈,즐거운,촬영,침대,카메라를보며,편안한,행복한"
2022-10-05,식품,건강식품,다이어트식품,"꽃병,벽,사람,신세경,의자,책,천장,콘크리트 벽,화분에 심은 식물","건강기능식품,균형,날씬한,다이어트,몸매,식이요법,약사,여성의,영양의,체지방"
2022-07-27,식품,건강식품,다이어트식품,"사람,선반,신세경,의자,창,책,천장,콘크리트 벽,타일마루,화분에 심은 식물","냉장고를 열다,다이어트 식품,달리기를 하다,덜 먹다,데이터를 제시하다,물구나무를 서다,발효율피,선택하다,약사가 설계한,운동하다,정체기,체지방 감소,킥더허들,팍시 다이어트,힘들다"
2022-08-09,식품,건강식품,다이어트식품,"꽃병,벽,사람,의자,창,책,천장,콘크리트 벽,타일마루,화분에 심은 식물","건강기능식품,균형,날씬한,다이어트,만족스러운,몸매,식이요법,여성의,영양의,체지방"
2022-07-27,식품,건강식품,다이어트식품,"꽃병,냉장고,벽,사람,소파,신세경,유리병,의자,창,책,천장,콘크리트 벽,타일마루,화분에 심은 식물","냉장고를 열다,다이어트 식품,달리기를 하다,덜 먹다,데이터를 제시하다,물구나무를 서다,발효율피,선택하다,약사가 설계한,운동하다,정체기,체지방 감소,킥더허들,팍시 다이어트,힘들다"
2022-08-09,식품,건강식품,다이어트식품,"기린,꽃병,벽,사람,유리병,의자,창,책,천장,콘크리트 벽,타일마루,화분에 심은 식물","건강기능식품,균형,날씬한,다이어트,만족스러운,몸매,식이요법,여성의,영양의,체지방"
2022-08-04,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,"구름,사람,칫솔","가전,갈라지다,기술의,깨끗한,남성의,만족스런,사막의,쓰러지다,전동칫솔,혁신의"
2022-08-01,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,"사람,칫솔,하늘","가전,갈라지다,기술의,깨끗한,남성의,만족스런,사막의,쓰러지다,전동칫솔,혁신의"
2022-08-04,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,"사람,안개,이빨,칫솔,하늘,하석진","CG,과장된,넘어지다,돌다,로우앵글,멋진,비트,빛,여성성우,인상적인,줌인,지진,틸팅,휩쓸다,흔들리다"
2022-05-04,식품,건강식품,건강식품제품종합,"나무,사람,선반,소파,창,책,콘크리트 벽,하늘","건강,건강기능식품,건강한,관절,뼈,생기있는,웰빙,젊은,프리미엄,활력있는"
2022-05-10,식품,건강식품,건강식품기타,"나무,사람,선반,소파,창,책,콘크리트 벽,하늘","건강하게,골프,관리하다,관절마력,관절운동,굽히다,다양한,달렸으니까,말뼈추출분말,메이준생활건강,모든것,불편한,불편한 관절엔,상어연골분말,역기,운동하다,체조,칼슘"
2022-03-28,식품,건강식품,건강식품제품종합,"나무,사람,소파,창,하늘","건강,건강기능식품,건강한,관절,뼈,생기있는,웰빙,젊은,프리미엄,활력있는"
2022-04-21,식품,건강식품,건강식품제품종합,"나무,사람,소파,창,책,콘크리트 벽,하늘","건강,건강기능식품,건강한,관절,뼈,생기있는,웰빙,젊은,프리미엄,활력있는"
2022-08-22,화장품및보건용품,여성색조화장품,눈및입술색조화장품,"사람,한효주","건강한,매력적인,바라보는,새로운,색조,신선한,여성,웃는,응시하는,화장품"
2022-08-09,화장품및보건용품,여성색조화장품,눈및입술색조화장품,"거울,깔개,나무마루,사람,소파,의자,창,침대,커튼,콘크리트 벽","거울을 보다,까불다,디어 한효주,디어달리아,럭셔리 비건 뷰티,립스틱을 바르다,바람인터내셔날,색조화장품,신난,아름다운,입술을 움직이다,즐거운,춤추는,필름누아르,흑백의"
2022-08-09,화장품및보건용품,여성색조화장품,눈및입술색조화장품,"건물,사람,콘크리트 벽","만족하는,매혹적인,바라보다,비추다,색조,아름다운,여성,젊은,춤추다,화장품"
2022-08-09,화장품및보건용품,여성색조화장품,눈및입술색조화장품,"거울,깔개,나무마루,사람,소파,유리병,창,책,침대,커튼,한효주","돌아보다,미끄러지다,바르다,보다,소프트포커스,신나는,싱글샷,집어들다,춤,클로즈업,흑백,흔들다"
2022-10-26,가정용품,가구류,침대,"꽃병,냉장고,바닥,사람,선반,소파,와인잔,유리병,의자,책,침대,카펫,콘크리트 벽,화분에 심은 식물","건강한,건배,경쾌한,기지개,꺼내다,밝은,부부,소프트포커스,스트레칭,여성성우,투샷,패닝,푸시업,하이앵글,행복한,화면분할"
2022-10-26,가정용품,가구류,침대,"꽃병,나무마루,사람,소파,옷,와인잔,유리병,의자,창,창문가리개,책,천장,침대,커튼,텔레비전,핸드폰,헬멧,화분에 심은 식물","가보건강침대,꺼내다,다듬다,뒤로 젖힌채로,마주보며,바라보다,비추어보다,입다,즐거워하다,집어들다"
2022-10-26,가정용품,가구류,침대,"꽃병,나무마루,냉장고,도자기,사람,선반,소파,와인잔,유리병,의자,창,책,천장,침대,카펫,커튼,화분에 심은 식물","건강한,건배,경쾌한,기지개,꺼내다,들다,만족스러운,밝은,부부,소프트포커스,스트레칭,여성성우,일어나다,준비,투샷,패닝,푸시업,하이앵글,행복한,화면분할"
2022-10-26,가정용품,가구류,침대,"꽃병,넥타이,사람,선반,소파,와인잔,유리병,의자,창,창문가리개,책,천장,침대,커튼,콘크리트 벽,화분에 심은 식물","가구,거실,다리,대퇴골,마시다,매트리스,목욕통,방,온수,와인,와인 잔,욕조,유리,유리잔,음료수,자쿠지팔,적포도주,침대 시트,침실,패드"
2022-09-22,그룹및기업광고,기타광고,기타기업PR,"노트북,사람,의자,하늘,핸드폰","누구든지,독보적인 기술,민간우주기업,밤하늘에 서다,별을 보다,보여주다,어두운밤,우주,우주산업,우주의 모든것,우주의 세상,원하다,하늘을 보다"
2021-09-15,가정용품,가구류,가정용가구,"강하늘,깔개,노트북,사람,소파,컵,콘크리트 벽,화분에 심은 식물","강하늘,거실,기분좋은,나답게 산다,노래,들다,만지는,맞춤,무대스튜디오,뮤지컬,봄소와,불편한,살다,소파,웃다,율동하는,즐겁다,튕기다,행복한"
2023-03-31,가정용품,가구류,가정용가구,"강하늘,나무마루,사람,소파,의자,커튼,컵,콘크리트 벽,화분에 심은 식물","가구,남성의,독서,만족스런,소파,쉬다,안락한,웃다,좋은,편안한,휴식의"
2023-04-07,가정용품,가구류,가정용가구,"강하늘,사람,소파,의자,커튼,컵,콘크리트 벽,화분에 심은 식물","가구,만족스런,소파,쉬다,안락한,웃다,응원하다,좋은,편안한,휴식의"
2023-04-07,가정용품,가구류,가정용가구,"강하늘,검색창,사람,소파,의자,커튼,화분에 심은 식물","걸치다,넘기다,다리를 꼬다,독서,돌아보다,미소,소프트포커스,싱글샷,올리다,차분한,하이앵글,햇빛,휴식"
2023-04-28,가정용품,가구류,가정용가구,"강하늘,사람,소파,의자,커튼,컵,콘크리트 벽,화분","가구,감성적인,독서,만족스런,소파,쉬다,안락한,웃다,좋은,편안한,휴식의"
2023-05-31,가정용품,가구류,가정용가구,"강하늘,나무,나무마루,사람,소파,의자,커튼,컵,콘크리트 벽,화분","가구,만족하는,바람이 부는,봄소와,소파,창 밖을 보는,책을 읽는,컬러 소파,팔을 기대는,편안한"
2023-07-28,가정용품,가구류,가정용가구,"강하늘,나무,나무마루,사람,소파,의자,커튼,컵,화분","나무,넘기다,봄소와,소파,액자,얹다,창문,커튼,쿠션,테이블"
2023-08-30,가정용품,가구류,가정용가구,"강하늘,나무,벽,사람,소파,의자,커튼,컵,화분","가구,만족하는,무상 업그레이드,바람이 부는,봄소와,소파,울산점,잘 샀다,창 밖을 보는,책을 읽는,컬러 소파,팔을 기대는,편안한"
2023-10-05,가정용품,가구류,가정용가구,"강하늘,나무,나무마루,벽,사람,소파,의자,커튼,컵,화분","가구,남성의,만족스런,소파,쉬다,안락한,웃다,좋은,편안한,햇살,휴식의"
2023-10-30,가정용품,가구류,가정용가구,"강하늘,나무,나무마루,러그,사람,소파,의자,창,커튼,컵,화분","걸치다,내레이션,넘기다,독서,돌아보다,로우앵글,미소,빅모델,소프트포커스,싱글샷,쓰다듬다,여유있는,응시,줌인,차분한,하이앵글"
2021-12-16,교육및복지후생,교육기관,유아유치원,"나무마루,사람,식탁,윌리엄해밍턴,유리병,의자,창,책,책상,커튼","건강한,귀여운,뛰다,밝은,애니메이션 효과를 넣은,어린이의,저요저요,전문교육원의,즐거운,춤추다,파스텔 빛깔의,행복한"
2023-10-04,교육및복지후생,교육기관,교육기관기타,"문,벽,사람,선반,의자,책","2023 아소비 이벤트,건강한 공부,교육기관,댄스,댄스챌린지,수학,아소비교육,어린이,웃는,전문 교육원,즐거운,춤추는,특허받은,풍선,한글,행복한"
2023-10-04,교육및복지후생,교육기관,교육기관기타,"문,사람,선반,식탁,의자,책,풍선,화분","둥실,문,셔츠,손잡이,아소비교육,양말,의자,책상,춤추다,풍선,한 무리의"
2021-11-11,교육및복지후생,교육기관,유아유치원,"사람,의자,창,책,커튼","공부,교육,밝은,실내,애니메이션,어린이,재미있는,즐거운,춤추다,캐릭터"
2022-06-24,가정용품,가구류,가정용가구,"개,나무마루,박서준,사람,소파,식탁,와인병,와인잔,유리병,책,커튼,콘크리트 벽","강아지,넘치다,당당함,따르다,바라보다,반려동물,배려하다,붓다,소파,수건,앉다,에싸레벨로,올라오세요,와인,와인잔,차원이 다른,쿠션,털다,흘리다"
2022-05-18,가정용품,가구류,가정용가구,"개,꽃병,박서준,사람,소파,와인잔,유리병,책,커튼","가구,넘치는,만족스런,반려견,소파,안락한,웃는,털다,편안한,흘리다"
2022-05-18,가정용품,가구류,가정용가구,"꽃병,박서준,사람,소파,식탁,의자,창,천장,카펫,컵,테이블,화분에 심은 식물","거실,걷다,고급스러운,돌아보다,로우앵글,미소,소프트포커스,앉다,여유있는,줌인,클로즈업,하이앵글"
2023-05-25,가정용품,가구류,패션인테리어가구,"강아지,박서준,사람,소파,컵,화분","긁다,기댄 채,문지르다,미간을 찌푸리다,비스듬히,소파,에싸,지긋이,쿠션,클로즈업,테이블"
2023-05-25,가정용품,가구류,패션인테리어가구,"강아지,꽃병,러그,박서준,병,사람,선반,소파,시계,식탁,의자,책,침대,컵,케이크,콘크리트 벽,화분","가구,놀다,독서하다,뛰어오르다,만족스런,반려견,소파,움직이다,좋은,케이크,휴식"
2023-05-25,가정용품,가구류,패션인테리어가구,"강아지,꽃병,러그,박서준,병,사람,선반,소파,시계,의자,책,침대,컵,케이크,콘크리트 벽,화분","가구,놀다,독서하다,뛰어오르다,만족스런,반려견,소파,움직이다,좋은,케이크,휴식"
2023-05-25,가정용품,가구류,패션인테리어가구,"딸기,러그,박서준,발걸이,병,사람,선반,소파,시계,식탁,의자,책,케이크,포크,화분","CG,느긋한,닦다,떨어지다,미소,밝은,쓰다듬다,여유로운,응시,의문,줌인,클로즈업,편안한,훔치다"
2023-06-20,가정용품,가구류,패션인테리어가구,"개,러그,박서준,벽,병,사람,선반,소파,시계,식탁,의자,책,컵,케이크,화분","관리가 쉬운,깨끗해진,놀라다,닦아내다,반려견,소파,소파에 앉은,얼룩지다,에싸,책을 보는,케이크를 먹는,편안한,포크를 사용하는,프리미엄"
2023-06-20,가정용품,가구류,패션인테리어가구,"개,박서준,사람,소파,의자,컵,화분","긁다,기댄 채,문지르다,미간을 찌푸리다,비스듬히,소파,에싸,지긋이,쿠션,클로즈업,테이블"
2023-06-20,가정용품,가구류,패션인테리어가구,"개,꽃병,딸기,러그,박서준,벽,병,사람,선반,소파,시계,의자,책,침대,컵,케이크,포크,화분","긁다,기댄 채,닦아내다,딸기,문지르다,미간을 찌푸리다,비스듬히,소파,쓰윽,에싸,지긋이,케이크,쿠션,크림,클로즈업,테이블,포크"
2022-07-15,음료및기호식품,알콜음료,탁주및전통주,"가위,넥타이,돋보기,병,사람,왕중근,의자,테이블,하늘","감탄,경쾌한,깍다,남성성우,따르다,소프트포커스,술,웃기다,재미있는,줄,줌인,클로즈업"
2022-07-14,음료및기호식품,알콜음료,탁주및전통주,"그릇,넥타이,막걸리,사람,식탁,왕종근,유리병,의자,제품,천장,컵,타일마루,테이블","다 모였지,막걸리,명품,빨리 만나보고 싶은 사람,세월이 지닐수록,어울림,예천 하나,예천양조,왕종근,유산균,전속모델,진품,추가요"
2022-10-07,유통,유통기타,유통기타,"사람,자동차,커튼","3D펜 세트,그리다,상상력,상상하는 그대로,쉽게,신기한,안 흔한,엠제이솔루션,웃다,즐겁다,펜을 사옹하다,펼쳐봐,흔한남매"
2022-06-17,서비스,서비스기타,서비스기타,"나무,도로,사람,소파,신수지,자동차,자전거,창,책,커튼,타일마루,화분에 심은 식물","가상라이딩을 지원하다,게임처럼,굿프렌드,굿핏,새로운 트렌드,숨쉬다,스마트 헬스사이클,실감형 콘텐츠 내장,운동하다,인도어 사이클,자전거를 타다,페달 강도 자동 조절,힘들다"
2022-12-01,교육및복지후생,교육기관,어학학원,"노트북,모니터,사람,선반,의자,책,커튼,키보드,테이블,핸드폰","공부,남성성우,리딩,무료체험,문법,밝은,소프트포커스,쓰다,여성성우,원어민,이미지,일대일,줌아웃,클로즈업,화상수업"
2022-07-15,유통,유통기타,유통기타,"고기,그릇,꽃병,냉장고,사람,유리병,전자레인지,창,카운터,컵,케비넷,포크,핸드폰,화분에 심은 식물","CM송,가족,경쾌한,굽다,남성성우,누르다,먹다,먹이다,밝은,소프트포커스,여아,주부,클로즈업,패닝"
2022-06-24,화장품및보건용품,여성기초화장품,여성일반기초화장품,"사람,커튼","건강한,새로운,신선한,여성,열매,자연의,젊은,탄탄한,피부,화장품"
2022-05-27,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,"사람,테이블,화분에 심은 식물","간편하게,나르소닉 HIFU 디바이스,나르시피아,매끄러운 피부,미용용품,전문가,지속적,집에서,차이를 만드는,탄력케어 완성,피부관리,하루15분,화사한"
2022-09-22,서비스,서비스기타,서비스기타,"그릇,노트북,목재 벽,사람,숟가락,식탁,싱크대,유리병,의자,창,책,카운터,커튼,컵,핸드폰,화분에 심은 식물","걱정하다,돕다,메디플러스솔루션,부축하다,설겆이하다,세컨드닥터,숟가락을 놓다,요리하다,자신감있는,재활하다,찌푸리다,팔짱끼다,힘겨워하다"
2022-03-28,서비스,서비스기타,서비스기타,핸드폰,"도움이되는,디지털,모바일,사후관리,암,앱,전화,치료,통화,편리한"
2022-12-06,화장품및보건용품,가정및보건용제지,가정및보건용제지기타,"병,사람","CG,가르키다,걸어오다,공공조달,국가인증,내레이션,다가오다,밝은 응시,설득적인,손 씻기,싱글샷,올려보다,위생,작두콩,차분한,특허,혁신"
2023-03-24,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,"꽃병,나무,불빛,사람,의자,창,천장,콘크리트 벽,타일마루,화분에 심은 식물","경례하는,공공조달,노래하는,노로엑스,다양한,만족하다,바이오쓰리에스,손 씻기,손 씻다,손세정제,웃다,율동하는,춤추는,혁신적"
2023-05-03,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,"곰인형,꽃병,나무,병,사람,식탁,의자,창,천장,타일마루,화분","경례,나란히,리듬에 맞추어,바구니,바이오쓰리에스,받쳐 든 채,비비다,앞치마,제복,청진기,커튼,콩"
2023-05-03,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,"꽃병,나무,문,사람,식탁,의자,전등,창,천장,콘크리트 벽,타일마루,화분","경례하는,공공조달,노래하는,노로엑스,다양한,만족하다,바이오쓰리에스,손 씻기,손 씻다,손세정제,웃다,율동하는,춤추는,혁신적"
2022-12-02,유통,"소형,소매유통","소형,소매유통제품종합","건물,골프공,깔개,나무,베너,사람,선반,소파,스포츠 공,지성,집,창,책,커튼,콘크리트 벽,풀,핸드폰,화분에 심은 식물","거실,검색하다,골퍼,골프공,골프채,대보다,동경하다,딜팡골프,마당,마음에 안드는,부러운,불편한,쉽다,옷걸이,원한다,잡다,터치하는,편한,프리미엄,프리하다,피팅해보는"
2022-10-14,가정용품,가정용인테리어,가정용인테리어기타,"꽃병,문짝,사람,선반,소파,유리병,의자,카펫,커튼,타일마루,테이블,화분에 심은 식물","가리다,겹쳐진,나란히,넘기다,덱스터,명상자세,미소짓다,바라보다,밝은,읽다,편안한 자세로,하늘거리는,한솔아이엠비"
2022-09-19,교육및복지후생,사회교육,직업교육,"넥타이,노트북,마우스,모니터,벽돌 벽,사람,시계,의자,창,창문가리개,책,컵,탁상용의 물건,테이블,핸드폰,화분에 심은 식물","걷다,남성성우,돌아보다,미소,바스트샷,밝은,소프트포커스,손깍지,수긍,여성성우,차분한,클로즈업,투샷,패닝,화면분할"
2022-11-14,출판,출판기타,출판기타,"넥타이,벽,사람,연,하늘","놀라서,마주보며,번쩍,새김교육,손짓하다,신나게,어깨에 손을 얹고,율동하다,점핑하다,하이파이브"
2022-10-28,서비스,문화및공연,공연,"구름,꽃,나무,넥타이,바다,벽돌 벽,사람,새,풀,하늘","갈매기가 나는,국내해상유원지,국화가 핀,꽃들과 함께하는,돝섬,돝섬해피랜드,배를 탄,설명하다,아름다운,포말을 일으키는,황금돼지섬,힐링"
2022-08-18,교육및복지후생,교육기관,교육기관기타,"넥타이,마천루,사람,케이크,하늘","4차산업혁명시대,글로벌메타버스개발원,돝섬해피랜드,메타버스,새로운,새로운 세상,선거사무실,양성,전문직업인,직업,초대"
2018-04-24,서비스,문화및공연,지역 및 문화축제,"건물,곰인형,나무,모래,바다,사람,산,새,연,영도대교,옷,텐트,하늘","가족,개최하다,놀이,다양한,돝섬,어린이날,즐거운,창원,체험하다,초대하다,추억"
2019-04-25,서비스,서비스기타,서비스기타,"개,건물,공지천구름다리,나무,배낭,사람,산,우산,하늘","놀다,다양한,북적이는,신나는,어린이날,유쾌한,즐거운,참여하다,체험하다,축제,행사"
2019-04-23,서비스,문화및공연,지역 및 문화축제,"건물,공지천구름다리,나무,배낭,사람,산,우산,하늘","놀다,다양한,북적이는,신나는,어린이날,유쾌한,즐거운,참여하다,체험하다,축제,행사"
2021-10-18,서비스,서비스기타,서비스기타,"건물,구름,김보성,나무,넥타이,마천루,물,바다,보트,사람,새,하늘","가족,갈매기,꽃,사계절,소개하다,아름다운,여행,자연,정원,추억,축제"
