번호,기준연월,기준일_범위,이용자구분,단체구분,이용자수
1886,2022-01,10일~16일,어린이,개인,14
1887,2022-01,10일~16일,청소년,개인,2
1888,2022-01,10일~16일,대학생,개인,3
1889,2022-01,10일~16일,성인,개인,15
1890,2022-01,17일~23일,어린이,개인,6
1891,2022-01,17일~23일,대학생,개인,2
1892,2022-01,17일~23일,성인,개인,10
1893,2022-01,24일~30일,어린이,개인,3
1894,2022-01,24일~30일,대학생,개인,1
1895,2022-01,24일~30일,성인,개인,10
1896,2022-02,01일~06일,어린이,개인,5
1897,2022-02,01일~06일,대학생,개인,1
1898,2022-02,01일~06일,성인,개인,6
1899,2022-02,07일~13일,어린이,개인,2
1900,2022-02,07일~13일,대학생,개인,4
1901,2022-02,07일~13일,성인,개인,3
1902,2022-02,14일~20일,어린이,개인,11
1903,2022-02,14일~20일,청소년,개인,1
1904,2022-02,14일~20일,성인,개인,13
1905,2022-02,14일~20일,성인,단체,1
1906,2022-02,21일~27일,어린이,개인,3
1907,2022-02,21일~27일,청소년,개인,1
1908,2022-02,21일~27일,성인,개인,6
1909,2022-03,01일~06일,어린이,개인,6
1910,2022-03,01일~06일,청소년,개인,1
1911,2022-03,01일~06일,성인,개인,9
1912,2022-03,07일~13일,어린이,단체,10
1913,2022-03,14일~20일,어린이,개인,5
1914,2022-03,14일~20일,청소년,개인,1
1915,2022-03,14일~20일,대학생,개인,2
1916,2022-03,14일~20일,성인,개인,10
1917,2022-03,21일~27일,대학생,개인,3
1918,2022-03,21일~27일,성인,개인,8
1919,2022-03,28일~31일,청소년,개인,1
1920,2022-03,28일~31일,성인,개인,4
1921,2022-04,01일~03일,어린이,개인,3
1922,2022-04,01일~03일,청소년,개인,1
1923,2022-04,01일~03일,대학생,단체,6
1924,2022-04,01일~03일,성인,개인,11
1925,2022-04,04일~10일,어린이,개인,3
1926,2022-04,04일~10일,청소년,단체,23
1927,2022-04,04일~10일,성인,개인,16
1928,2022-04,11일~17일,청소년,단체,22
1929,2022-04,11일~17일,대학생,개인,3
1930,2022-04,11일~17일,성인,개인,5
1931,2022-04,18일~24일,어린이,개인,1
1932,2022-04,18일~24일,청소년,개인,1
1933,2022-04,18일~24일,청소년,단체,11
1934,2022-04,18일~24일,대학생,개인,2
1935,2022-04,18일~24일,성인,개인,7
1936,2022-04,25일~30일,어린이,개인,2
1937,2022-04,25일~30일,청소년,단체,43
1938,2022-04,25일~30일,성인,개인,1
1939,2022-04,25일~30일,성인,단체,10
1940,2022-05,02일~08일,어린이,개인,2
1941,2022-05,02일~08일,청소년,개인,3
1942,2022-05,02일~08일,청소년,단체,205
1943,2022-05,02일~08일,대학생,개인,1
1944,2022-05,02일~08일,성인,개인,5
1945,2022-05,09일~15일,어린이,개인,1
1946,2022-05,09일~15일,청소년,개인,2
1947,2022-05,09일~15일,청소년,단체,38
1948,2022-05,09일~15일,대학생,개인,7
1949,2022-05,09일~15일,성인,개인,22
1950,2022-05,16일~22일,어린이,개인,2
1951,2022-05,16일~22일,청소년,개인,2
1952,2022-05,16일~22일,청소년,단체,137
1953,2022-05,16일~22일,대학생,개인,7
1954,2022-05,16일~22일,성인,개인,20
1955,2022-05,23일~29일,어린이,개인,4
1956,2022-05,23일~29일,청소년,개인,4
1957,2022-05,23일~29일,청소년,단체,173
1958,2022-05,23일~29일,대학생,개인,1
1959,2022-05,23일~29일,성인,개인,29
1960,2022-05,30일~31일,청소년,개인,6
1961,2022-05,30일~31일,청소년,단체,39
1962,2022-05,30일~31일,성인,개인,1
1963,2022-06,01일~05일,어린이,개인,2
1964,2022-06,01일~05일,어린이,단체,25
1965,2022-06,01일~05일,청소년,개인,4
1966,2022-06,01일~05일,청소년,단체,36
1967,2022-06,01일~05일,대학생,개인,2
1968,2022-06,01일~05일,성인,개인,1
1969,2022-06,06일~12일,어린이,개인,2
1970,2022-06,06일~12일,청소년,단체,118
1971,2022-06,06일~12일,성인,개인,11
1972,2022-06,13일~19일,어린이,개인,5
1973,2022-06,13일~19일,청소년,개인,1
1974,2022-06,13일~19일,청소년,단체,30
1975,2022-06,13일~19일,성인,개인,21
1976,2022-06,20일~26일,어린이,개인,1
1977,2022-06,20일~26일,청소년,단체,247
1978,2022-06,20일~26일,대학생,개인,18
1979,2022-06,20일~26일,성인,개인,15
1980,2022-06,27일~30일,어린이,단체,18
1981,2022-06,27일~30일,청소년,단체,45
1982,2022-06,27일~30일,성인,개인,2
1983,2022-07,01일~03일,어린이,개인,4
1984,2022-07,01일~03일,청소년,단체,13
1985,2022-07,01일~03일,성인,개인,15
1986,2022-07,04일~10일,어린이,개인,3
1987,2022-07,04일~10일,어린이,단체,46
1988,2022-07,04일~10일,청소년,개인,11
1989,2022-07,04일~10일,청소년,단체,236
1990,2022-07,04일~10일,대학생,개인,4
1991,2022-07,04일~10일,성인,개인,16
1992,2022-07,11일~17일,어린이,개인,1
1993,2022-07,11일~17일,청소년,개인,11
1994,2022-07,11일~17일,청소년,단체,89
1995,2022-07,11일~17일,성인,개인,10
1996,2022-07,18일~24일,어린이,개인,3
1997,2022-07,18일~24일,청소년,단체,34
1998,2022-07,18일~24일,성인,개인,15
1999,2022-07,25일~31일,어린이,개인,76
2000,2022-07,25일~31일,청소년,개인,4
2001,2022-07,25일~31일,청소년,단체,29
2002,2022-07,25일~31일,대학생,개인,2
2003,2022-07,25일~31일,성인,개인,73
2004,2022-08,01일~07일,어린이,개인,13
2005,2022-08,01일~07일,청소년,개인,8
2006,2022-08,01일~07일,청소년,단체,55
2007,2022-08,01일~07일,대학생,개인,1
2008,2022-08,01일~07일,성인,개인,33
2009,2022-08,08일~14일,어린이,개인,13
2010,2022-08,08일~14일,청소년,개인,3
2011,2022-08,08일~14일,대학생,개인,4
2012,2022-08,08일~14일,성인,개인,22
2013,2022-08,22일~28일,어린이,개인,15
2014,2022-08,22일~28일,청소년,단체,84
2015,2022-08,22일~28일,대학생,개인,1
2016,2022-08,22일~28일,성인,개인,20
2017,2022-08,29일~31일,청소년,개인,1
2018,2022-08,29일~31일,청소년,단체,186
2019,2022-08,29일~31일,성인,개인,2
2020,2022-09,01일~04일,어린이,개인,4
2021,2022-09,01일~04일,청소년,개인,2
2022,2022-09,01일~04일,청소년,단체,19
2023,2022-09,01일~04일,성인,개인,7
2024,2022-09,05일~11일,청소년,단체,50
2025,2022-09,05일~11일,성인,개인,5
2026,2022-09,12일~18일,어린이,개인,6
2027,2022-09,12일~18일,청소년,단체,47
2028,2022-09,12일~18일,성인,개인,12
2029,2022-09,19일~25일,어린이,개인,3
2030,2022-09,19일~25일,청소년,단체,130
2031,2022-09,19일~25일,성인,개인,16
2032,2022-09,26일~30일,어린이,개인,5
2033,2022-09,26일~30일,청소년,개인,2
2034,2022-09,26일~30일,청소년,단체,130
2035,2022-09,26일~30일,성인,개인,9
2036,2022-10,01일~02일,대학생,단체,27
2037,2022-10,01일~02일,성인,개인,7
2038,2022-10,03일~09일,어린이,개인,3
2039,2022-10,03일~09일,청소년,개인,2
2040,2022-10,03일~09일,청소년,단체,77
2041,2022-10,03일~09일,성인,개인,15
2042,2022-10,03일~09일,성인,단체,8
2043,2022-10,10일~16일,어린이,개인,6
2044,2022-10,10일~16일,청소년,단체,207
2045,2022-10,10일~16일,대학생,개인,3
2046,2022-10,10일~16일,성인,개인,26
2047,2022-10,10일~16일,성인,단체,22
2048,2022-10,17일~23일,어린이,개인,1
2049,2022-10,17일~23일,청소년,개인,15
2050,2022-10,17일~23일,청소년,단체,129
2051,2022-10,17일~23일,대학생,개인,2
2052,2022-10,17일~23일,성인,개인,14
2053,2022-11,01일~06일,어린이,개인,1
2054,2022-11,01일~06일,청소년,개인,3
2055,2022-11,01일~06일,청소년,단체,116
2056,2022-11,01일~06일,대학생,개인,7
2057,2022-11,01일~06일,대학생,단체,17
2058,2022-11,01일~06일,성인,개인,24
2059,2022-11,07일~13일,어린이,개인,6
2060,2022-11,07일~13일,청소년,개인,3
2061,2022-11,07일~13일,청소년,단체,20
2062,2022-11,07일~13일,대학생,개인,2
2063,2022-11,07일~13일,대학생,단체,15
2064,2022-11,07일~13일,성인,개인,17
2065,2022-11,07일~13일,성인,단체,37
2066,2022-11,14일~20일,어린이,개인,3
2067,2022-11,14일~20일,청소년,개인,14
2068,2022-11,14일~20일,청소년,단체,43
2069,2022-11,14일~20일,대학생,개인,1
2070,2022-11,14일~20일,대학생,단체,40
2071,2022-11,14일~20일,성인,개인,12
2072,2022-11,21일~27일,어린이,개인,3
2073,2022-11,21일~27일,어린이,단체,10
2074,2022-11,21일~27일,청소년,개인,2
2075,2022-11,21일~27일,청소년,단체,26
2076,2022-11,21일~27일,대학생,개인,6
2077,2022-11,21일~27일,성인,개인,20
2078,2022-11,21일~27일,성인,단체,10
2079,2022-11,28일~30일,어린이,개인,6
2080,2022-11,28일~30일,청소년,개인,1
2081,2022-11,28일~30일,청소년,단체,43
2082,2022-11,28일~30일,성인,개인,5
2083,2022-11,28일~30일,성인,단체,11
2084,2022-12,01일~04일,어린이,개인,7
2085,2022-12,01일~04일,청소년,개인,3
2086,2022-12,01일~04일,청소년,단체,21
2087,2022-12,01일~04일,대학생,단체,17
2088,2022-12,01일~04일,성인,개인,10
2089,2022-12,05일~11일,어린이,개인,5
2090,2022-12,05일~11일,청소년,개인,3
2091,2022-12,05일~11일,청소년,단체,64
2092,2022-12,05일~11일,성인,개인,13
2093,2022-12,12일~18일,어린이,개인,4
2094,2022-12,12일~18일,청소년,개인,4
2095,2022-12,12일~18일,청소년,단체,188
2096,2022-12,12일~18일,대학생,개인,1
2097,2022-12,12일~18일,성인,개인,29
2098,2022-12,19일~25일,어린이,개인,1
2099,2022-12,19일~25일,청소년,개인,2
2100,2022-12,19일~25일,청소년,단체,77
2101,2022-12,19일~25일,성인,개인,11
2102,2022-12,26일~31일,어린이,개인,10
2103,2022-12,26일~31일,청소년,개인,7
2104,2022-12,26일~31일,청소년,단체,21
2105,2022-12,26일~31일,대학생,개인,1
2106,2022-12,26일~31일,성인,개인,16
2107,2023-01,02일~08일,어린이,개인,14
2108,2023-01,02일~08일,청소년,개인,1
2109,2023-01,02일~08일,대학생,개인,2
2110,2023-01,02일~08일,성인,개인,27
2111,2023-01,09일~15일,어린이,개인,13
2112,2023-01,09일~15일,대학생,개인,2
2113,2023-01,09일~15일,성인,개인,21
2114,2023-01,16일~22일,어린이,개인,3
2115,2023-01,16일~22일,성인,개인,5
2116,2023-01,16일~22일,성인,단체,6
2117,2023-01,23일~29일,어린이,개인,8
2118,2023-01,23일~29일,어린이,단체,24
2119,2023-01,23일~29일,청소년,개인,1
2120,2023-01,23일~29일,대학생,개인,2
2121,2023-01,23일~29일,성인,개인,14
2122,2023-01,30일~31일,성인,개인,1
2123,2023-02,01일~05일,어린이,개인,10
2124,2023-02,01일~05일,청소년,개인,3
2125,2023-02,01일~05일,성인,개인,25
2126,2023-02,06일~12일,어린이,개인,9
2127,2023-02,06일~12일,청소년,개인,3
2128,2023-02,06일~12일,대학생,개인,7
2129,2023-02,06일~12일,성인,개인,26
2130,2023-02,13일~19일,어린이,개인,12
2131,2023-02,13일~19일,청소년,개인,3
2132,2023-02,13일~19일,대학생,개인,1
2133,2023-02,13일~19일,성인,개인,31
2134,2023-02,13일~19일,성인,단체,6
2135,2023-02,20일~26일,어린이,개인,20
2136,2023-02,20일~26일,청소년,개인,4
2137,2023-02,20일~26일,대학생,개인,7
2138,2023-02,20일~26일,성인,개인,28
2139,2023-02,27일~28일,어린이,개인,4
2140,2023-02,27일~28일,성인,개인,13
2141,2023-03,01일~05일,어린이,개인,5
2142,2023-03,01일~05일,성인,개인,15
2143,2023-03,06일~12일,어린이,개인,3
2144,2023-03,06일~12일,성인,개인,13
2145,2023-03,13일~19일,어린이,개인,10
2146,2023-03,13일~19일,대학생,개인,1
2147,2023-03,13일~19일,성인,개인,23
2148,2023-03,20일~26일,청소년,단체,10
2149,2023-03,20일~26일,대학생,개인,2
2150,2023-03,20일~26일,대학생,단체,35
2151,2023-03,20일~26일,성인,개인,19
2152,2023-03,27일~31일,청소년,단체,8
2153,2023-03,27일~31일,대학생,개인,1
2154,2023-03,27일~31일,성인,개인,3
2155,2023-04,01일~02일,어린이,개인,4
2156,2023-04,01일~02일,대학생,개인,1
2157,2023-04,01일~02일,성인,개인,15
2158,2023-04,03일~09일,어린이,개인,6
2159,2023-04,03일~09일,청소년,개인,2
2160,2023-04,03일~09일,대학생,개인,2
2161,2023-04,03일~09일,대학생,단체,14
2162,2023-04,03일~09일,성인,개인,18
2163,2023-04,03일~09일,성인,단체,24
2164,2023-04,10일~16일,어린이,개인,5
2165,2023-04,10일~16일,청소년,개인,2
2166,2023-04,10일~16일,청소년,단체,61
2167,2023-04,10일~16일,대학생,개인,1
2168,2023-04,10일~16일,성인,개인,20
2169,2023-04,10일~16일,성인,단체,18
2170,2023-04,17일~23일,어린이,개인,1
2171,2023-04,17일~23일,청소년,단체,55
2172,2023-04,17일~23일,대학생,개인,3
2173,2023-04,17일~23일,성인,개인,14
2174,2023-04,24일~30일,어린이,개인,4
2175,2023-04,24일~30일,청소년,단체,87
2176,2023-04,24일~30일,대학생,개인,4
2177,2023-04,24일~30일,성인,개인,15
2178,2023-05,01일~07일,어린이,개인,3
2179,2023-05,01일~07일,청소년,개인,2
2180,2023-05,01일~07일,청소년,단체,60
2181,2023-05,01일~07일,대학생,개인,6
2182,2023-05,01일~07일,성인,개인,12
2183,2023-05,08일~14일,어린이,개인,4
2184,2023-05,08일~14일,청소년,단체,148
2185,2023-05,08일~14일,대학생,개인,4
2186,2023-05,08일~14일,성인,개인,15
2187,2023-05,15일~21일,어린이,개인,7
2188,2023-05,15일~21일,어린이,단체,15
2189,2023-05,15일~21일,청소년,개인,9
2190,2023-05,15일~21일,청소년,단체,87
2191,2023-05,15일~21일,대학생,개인,4
2192,2023-05,15일~21일,성인,개인,32
2193,2023-05,15일~21일,성인,단체,15
2194,2023-05,22일~28일,어린이,개인,3
2195,2023-05,22일~28일,청소년,개인,3
2196,2023-05,22일~28일,청소년,단체,68
2197,2023-05,22일~28일,성인,개인,21
2198,2023-05,29일~31일,청소년,단체,13
2199,2023-05,29일~31일,대학생,개인,1
2200,2023-05,29일~31일,성인,개인,2
2201,2023-06,01일~04일,어린이,개인,6
2202,2023-06,01일~04일,청소년,개인,6
2203,2023-06,01일~04일,청소년,단체,71
2204,2023-06,01일~04일,대학생,개인,1
2205,2023-06,01일~04일,대학생,단체,13
2206,2023-06,01일~04일,성인,개인,21
2207,2023-06,05일~11일,어린이,개인,5
2208,2023-06,05일~11일,청소년,단체,32
2209,2023-06,05일~11일,성인,개인,17
2210,2023-06,12일~18일,어린이,개인,5
2211,2023-06,12일~18일,청소년,단체,49
2212,2023-06,12일~18일,대학생,개인,1
2213,2023-06,12일~18일,성인,개인,15
2214,2023-06,19일~25일,어린이,개인,6
2215,2023-06,19일~25일,어린이,단체,46
2216,2023-06,19일~25일,청소년,단체,36
2217,2023-06,19일~25일,성인,개인,31
2218,2023-06,26일~30일,어린이,개인,1
2219,2023-06,26일~30일,청소년,단체,25
2220,2023-06,26일~30일,대학생,개인,2
2221,2023-06,26일~30일,성인,개인,11
2222,2023-07,01일~02일,어린이,개인,3
2223,2023-07,01일~02일,청소년,개인,4
2224,2023-07,01일~02일,대학생,개인,1
2225,2023-07,01일~02일,성인,개인,21
2226,2023-07,03일~09일,어린이,개인,1
2227,2023-07,03일~09일,청소년,개인,3
2228,2023-07,03일~09일,청소년,단체,305
2229,2023-07,03일~09일,대학생,개인,3
2230,2023-07,03일~09일,성인,개인,25
2231,2023-07,03일~09일,성인,단체,10
2232,2023-07,10일~16일,어린이,개인,8
2233,2023-07,10일~16일,청소년,개인,4
2234,2023-07,10일~16일,청소년,단체,123
2235,2023-07,10일~16일,대학생,개인,4
2236,2023-07,10일~16일,성인,개인,17
2237,2023-07,17일~23일,어린이,개인,4
2238,2023-07,17일~23일,청소년,개인,2
2239,2023-07,17일~23일,청소년,단체,22
2240,2023-07,17일~23일,대학생,개인,2
2241,2023-07,17일~23일,대학생,단체,16
2242,2023-07,17일~23일,성인,개인,22
2243,2023-07,24일~30일,어린이,개인,69
2244,2023-07,24일~30일,어린이,단체,10
2245,2023-07,24일~30일,청소년,개인,6
2246,2023-07,24일~30일,대학생,개인,13
2247,2023-07,24일~30일,대학생,단체,24
2248,2023-07,24일~30일,성인,개인,57
2249,2023-08,01일~06일,어린이,개인,25
2250,2023-08,01일~06일,청소년,개인,8
2251,2023-08,01일~06일,청소년,단체,46
2252,2023-08,01일~06일,대학생,단체,17
2253,2023-08,01일~06일,성인,개인,45
2254,2023-08,07일~13일,어린이,개인,21
2255,2023-08,07일~13일,청소년,개인,15
2256,2023-08,07일~13일,청소년,단체,38
2257,2023-08,07일~13일,성인,개인,48
2258,2023-08,07일~13일,성인,단체,16
2259,2023-08,14일~20일,어린이,개인,15
2260,2023-08,14일~20일,대학생,개인,4
2261,2023-08,14일~20일,대학생,단체,16
2262,2023-08,14일~20일,성인,개인,36
2263,2023-08,21일~27일,어린이,개인,14
2264,2023-08,21일~27일,청소년,개인,1
2265,2023-08,21일~27일,청소년,단체,77
2266,2023-08,21일~27일,성인,개인,17
2267,2023-08,28일~31일,어린이,개인,1
2268,2023-08,28일~31일,대학생,개인,3
2269,2023-08,28일~31일,성인,개인,8
2270,2023-09,01일~03일,어린이,개인,11
2271,2023-09,01일~03일,청소년,단체,18
2272,2023-09,01일~03일,대학생,개인,2
2273,2023-09,01일~03일,성인,개인,19
2274,2023-09,04일~10일,어린이,개인,3
2275,2023-09,04일~10일,청소년,개인,3
2276,2023-09,04일~10일,청소년,단체,58
2277,2023-09,04일~10일,대학생,개인,6
2278,2023-09,04일~10일,성인,개인,27
2279,2023-09,11일~17일,어린이,개인,2
2280,2023-09,11일~17일,청소년,개인,2
2281,2023-09,11일~17일,청소년,단체,128
2282,2023-09,11일~17일,대학생,개인,2
2283,2023-09,11일~17일,성인,개인,30
2284,2023-09,11일~17일,성인,단체,22
2285,2023-09,18일~24일,어린이,개인,1
2286,2023-09,18일~24일,청소년,개인,19
2287,2023-09,18일~24일,청소년,단체,192
2288,2023-09,18일~24일,대학생,개인,7
2289,2023-09,18일~24일,성인,개인,20
2290,2023-09,25일~30일,청소년,단체,36
2291,2023-09,25일~30일,성인,개인,4
2292,2023-10,02일~08일,어린이,개인,1
2293,2023-10,02일~08일,어린이,단체,27
2294,2023-10,02일~08일,청소년,개인,1
2295,2023-10,02일~08일,청소년,단체,69
2296,2023-10,02일~08일,대학생,개인,2
2297,2023-10,02일~08일,성인,개인,10
2298,2023-10,09일~15일,어린이,개인,4
2299,2023-10,09일~15일,청소년,개인,1
2300,2023-10,09일~15일,청소년,단체,80
2301,2023-10,09일~15일,대학생,개인,4
2302,2023-10,09일~15일,성인,개인,15
2303,2023-10,16일~22일,어린이,개인,9
2304,2023-10,16일~22일,어린이,단체,23
2305,2023-10,16일~22일,청소년,개인,11
2306,2023-10,16일~22일,청소년,단체,142
2307,2023-10,16일~22일,대학생,개인,3
2308,2023-10,16일~22일,성인,개인,33
2309,2023-10,23일~29일,어린이,단체,27
2310,2023-10,23일~29일,청소년,개인,14
2311,2023-10,23일~29일,청소년,단체,81
2312,2023-10,23일~29일,대학생,개인,2
2313,2023-10,23일~29일,성인,개인,14
2314,2023-11,01일~05일,어린이,개인,2
2315,2023-11,01일~05일,청소년,개인,9
2316,2023-11,01일~05일,청소년,단체,102
2317,2023-11,01일~05일,성인,개인,9
2318,2023-11,06일~12일,어린이,개인,6
2319,2023-11,06일~12일,어린이,단체,24
2320,2023-11,06일~12일,청소년,단체,48
2321,2023-11,06일~12일,대학생,개인,2
2322,2023-11,06일~12일,대학생,단체,37
2323,2023-11,06일~12일,성인,개인,12
2324,2023-11,13일~19일,어린이,개인,6
2325,2023-11,13일~19일,어린이,단체,21
2326,2023-11,13일~19일,청소년,단체,21
2327,2023-11,13일~19일,대학생,개인,1
2328,2023-11,13일~19일,성인,개인,18
2329,2023-11,20일~26일,어린이,개인,1
2330,2023-11,20일~26일,어린이,단체,31
2331,2023-11,20일~26일,청소년,개인,2
2332,2023-11,20일~26일,청소년,단체,44
2333,2023-11,20일~26일,대학생,개인,7
2334,2023-11,20일~26일,성인,개인,20
2335,2023-11,27일~30일,어린이,개인,1
2336,2023-11,27일~30일,청소년,개인,6
2337,2023-11,27일~30일,청소년,단체,109
2338,2023-11,27일~30일,성인,개인,13
2339,2023-12,01일~03일,어린이,개인,4
2340,2023-12,01일~03일,청소년,개인,2
2341,2023-12,01일~03일,대학생,개인,3
2342,2023-12,01일~03일,성인,개인,19
2343,2023-12,04일~10일,어린이,개인,2
2344,2023-12,04일~10일,청소년,개인,7
2345,2023-12,04일~10일,청소년,단체,56
2346,2023-12,04일~10일,대학생,개인,1
2347,2023-12,04일~10일,성인,개인,22
2348,2023-12,11일~17일,어린이,개인,2
2349,2023-12,11일~17일,청소년,개인,3
2350,2023-12,11일~17일,청소년,단체,96
2351,2023-12,11일~17일,성인,개인,15
2352,2023-12,18일~24일,어린이,개인,4
2353,2023-12,18일~24일,청소년,개인,5
2354,2023-12,18일~24일,청소년,단체,64
2355,2023-12,18일~24일,대학생,개인,2
2356,2023-12,18일~24일,성인,개인,31
2357,2023-12,25일~31일,어린이,개인,5
2358,2023-12,25일~31일,청소년,개인,4
2359,2023-12,25일~31일,성인,개인,19
2360,2024-01,01일~07일,어린이,개인,7
2361,2024-01,01일~07일,청소년,개인,13
2362,2024-01,01일~07일,대학생,개인,6
2363,2024-01,01일~07일,성인,개인,32
2364,2024-01,08일~14일,어린이,개인,7
2365,2024-01,08일~14일,대학생,개인,5
2366,2024-01,08일~14일,성인,개인,27
2367,2024-01,15일~21일,어린이,개인,8
2368,2024-01,15일~21일,대학생,개인,6
2369,2024-01,15일~21일,성인,개인,19
2370,2024-01,22일~28일,어린이,개인,9
2371,2024-01,22일~28일,대학생,개인,2
2372,2024-01,22일~28일,성인,개인,30
2373,2024-01,28일~31일,어린이,개인,5
2374,2024-01,28일~31일,청소년,개인,1
2375,2024-01,28일~31일,성인,개인,7
2376,2024-02,01일~04일,어린이,개인,11
2377,2024-02,01일~04일,청소년,단체,7
2378,2024-02,01일~04일,대학생,개인,1
2379,2024-02,01일~04일,성인,개인,13
2380,2024-02,05일~11일,어린이,개인,1
2381,2024-02,05일~11일,성인,개인,13
2382,2024-02,05일~11일,성인,단체,6
2383,2024-02,12일~18일,어린이,개인,9
2384,2024-02,12일~18일,청소년,개인,5
2385,2024-02,12일~18일,대학생,개인,6
2386,2024-02,12일~18일,성인,개인,17
2387,2024-02,19일~25일,어린이,개인,4
2388,2024-02,19일~25일,청소년,개인,3
2389,2024-02,19일~25일,성인,개인,15
2390,2024-02,19일~25일,성인,단체,10
2391,2024-02,26일~29일,어린이,개인,3
2392,2024-02,26일~29일,청소년,개인,4
2393,2024-02,26일~29일,대학생,개인,2
2394,2024-02,26일~29일,성인,개인,18
2395,2024-03,01일~03일,어린이,개인,7
2396,2024-03,01일~03일,대학생,개인,3
2397,2024-03,01일~03일,성인,개인,13
2398,2024-03,04일~10일,어린이,개인,18
2399,2024-03,04일~10일,대학생,개인,3
2400,2024-03,04일~10일,성인,개인,33
2401,2024-03,11일~17일,어린이,개인,7
2402,2024-03,11일~17일,어린이,단체,14
2403,2024-03,11일~17일,청소년,개인,1
2404,2024-03,11일~17일,대학생,개인,1
2405,2024-03,11일~17일,성인,개인,15
2406,2024-03,18일~24일,어린이,개인,5
2407,2024-03,18일~24일,청소년,개인,1
2408,2024-03,18일~24일,대학생,개인,4
2409,2024-03,18일~24일,성인,개인,30
2410,2024-03,18일~24일,성인,단체,24
2411,2024-03,25일~31일,어린이,개인,4
2412,2024-03,25일~31일,청소년,단체,5
2413,2024-03,25일~31일,대학생,개인,17
2414,2024-03,25일~31일,성인,개인,25
2415,2024-04,01일~07일,어린이,개인,3
2416,2024-04,01일~07일,대학생,개인,4
2417,2024-04,01일~07일,대학생,단체,9
2418,2024-04,01일~07일,성인,개인,12
2419,2024-04,08일~14일,어린이,개인,4
2420,2024-04,08일~14일,청소년,개인,2
2421,2024-04,08일~14일,청소년,단체,36
2422,2024-04,08일~14일,성인,개인,28
2423,2024-04,15일~21일,어린이,개인,5
2424,2024-04,15일~21일,청소년,개인,1
2425,2024-04,15일~21일,청소년,단체,35
2426,2024-04,15일~21일,대학생,개인,1
2427,2024-04,15일~21일,성인,개인,19
2428,2024-04,22일~28일,어린이,개인,4
2429,2024-04,22일~28일,청소년,단체,72
2430,2024-04,22일~28일,대학생,개인,8
2431,2024-04,22일~28일,대학생,단체,16
2432,2024-04,22일~28일,성인,개인,16
2433,2024-04,29일~30일,청소년,단체,22
2434,2024-04,29일~30일,성인,개인,3
2435,2024-05,01일~05일,어린이,개인,4
2436,2024-05,01일~05일,청소년,개인,1
2437,2024-05,01일~05일,청소년,단체,88
2438,2024-05,01일~05일,대학생,개인,1
2439,2024-05,01일~05일,성인,개인,10
2440,2024-05,06일~12일,어린이,개인,8
2441,2024-05,06일~12일,청소년,개인,12
2442,2024-05,06일~12일,청소년,단체,110
2443,2024-05,06일~12일,대학생,개인,5
2444,2024-05,06일~12일,성인,개인,32
2445,2024-05,13일~19일,어린이,개인,3
2446,2024-05,13일~19일,청소년,개인,4
2447,2024-05,13일~19일,청소년,단체,93
2448,2024-05,13일~19일,대학생,개인,7
2449,2024-05,13일~19일,성인,개인,15
2450,2024-05,20일~26일,어린이,단체,20
2451,2024-05,20일~26일,청소년,개인,5
2452,2024-05,20일~26일,청소년,단체,16
2453,2024-05,20일~26일,대학생,개인,6
2454,2024-05,20일~26일,대학생,단체,41
2455,2024-05,20일~26일,성인,개인,13
2456,2024-05,27일~31일,청소년,개인,1
2457,2024-05,27일~31일,청소년,단체,44
2458,2024-05,27일~31일,대학생,개인,10
2459,2024-05,27일~31일,대학생,단체,53
2460,2024-05,27일~31일,성인,개인,28
2461,2024-06,01일~02일,어린이,개인,4
2462,2024-06,01일~02일,대학생,개인,2
2463,2024-06,01일~02일,성인,개인,13
2464,2024-06,03일~09일,어린이,개인,6
2465,2024-06,03일~09일,청소년,개인,2
2466,2024-06,03일~09일,청소년,단체,57
2467,2024-06,03일~09일,대학생,개인,4
2468,2024-06,03일~09일,성인,개인,18
2469,2024-06,10일~16일,어린이,개인,4
2470,2024-06,10일~16일,청소년,개인,2
2471,2024-06,10일~16일,청소년,단체,24
2472,2024-06,10일~16일,대학생,개인,3
2473,2024-06,10일~16일,성인,개인,13
2474,2024-06,17일~23일,어린이,개인,10
2475,2024-06,17일~23일,청소년,개인,2
2476,2024-06,17일~23일,대학생,개인,12
2477,2024-06,17일~23일,성인,개인,37
2478,2024-06,24일~30일,어린이,개인,6
2479,2024-06,24일~30일,청소년,단체,20
2480,2024-06,24일~30일,대학생,개인,7
2481,2024-06,24일~30일,대학생,단체,10
2482,2024-06,24일~30일,성인,개인,16
2483,2024-06,24일~30일,성인,단체,21
2484,2024-07,01일~07일,어린이,개인,7
2485,2024-07,01일~07일,청소년,개인,2
2486,2024-07,01일~07일,청소년,단체,99
2487,2024-07,01일~07일,대학생,개인,10
2488,2024-07,01일~07일,대학생,단체,6
2489,2024-07,01일~07일,성인,개인,23
2490,2024-07,08일~14일,어린이,개인,9
2491,2024-07,08일~14일,청소년,개인,11
2492,2024-07,08일~14일,청소년,단체,66
2493,2024-07,08일~14일,대학생,개인,3
2494,2024-07,08일~14일,성인,개인,34
2495,2024-07,15일~21일,어린이,개인,11
2496,2024-07,15일~21일,청소년,개인,3
2497,2024-07,15일~21일,청소년,단체,52
2498,2024-07,15일~21일,대학생,개인,3
2499,2024-07,15일~21일,성인,개인,37
