파일명,년도,광고주,대분류,중분류,소분류,제품명,제목,대행사
AKA00114.wma,,삼성물산(주),패션,캐주얼의류,캐주얼웨어,쌩상,빨강,(주)제일기획
AKA00115.wma,,삼성물산(주),패션,캐주얼의류,캐주얼웨어,쌩상,노랑,(주)제일기획
AKA00116.wma,,삼성물산(주),패션,캐주얼의류,캐주얼웨어,쌩상,보라,(주)제일기획
AKA00117.wma,,삼성물산(주),패션,캐주얼의류,캐주얼웨어,쌩상,초록,(주)제일기획
AKA00118.wma,,삼성물산(주),패션,캐주얼의류,캐주얼웨어,쌩상,파랑,(주)제일기획
AKA00119.wma,,삼성물산(주),패션,캐주얼의류,캐주얼웨어,쌩상,하양,(주)제일기획
radio2000_057.mp3,,(주)피죤,화장품 및 보건용품,모발 및 목욕용제,목욕제,마프러스,보송보송 여름샤워엔,(주)제일기획
radio2000_069.mp3,,리바이스트라우스코리아(주),패션,캐주얼의류,캐주얼웨어,다커스,비즈니스 캐주얼,맥켄에릭슨
radio2000_070.mp3,,세계물산,패션,정장의류,신사정장,바쏘,그남자의 바다,JPRO
radio2000_072.mp3,,(주)스타진,패션,패션 신변용품,패션 신변용품 기타,스타진,스타DNA뱅크,
radio2000_074.mp3,,엔로이인터내셔날,패션,정장의류,신사정장,가르시아,그남자의 가을이 시작된다,
radio2000_075.mp3,,우성어패럴,패션,정장의류,와이셔츠류,예작,드레스 셔츠의 신귀족,(주)코래콤
radio2000_076.mp3,,인따르시아(주),패션,내의류,남녀 패션내의,바쉬,생명 패션내의,오월컴
radio2000_077.mp3,,제일모직(주),패션,정장의류,학생복,아이비클럽,다리가 길어보이는 학생복,(주)제일기획
radio2000_079.mp3,,(주)엘지상사엘지패션,패션,정장의류,신사정장,마에스트로,행복은 옥깃에도 내려앉는다,(주)엘지애드
radio2000_058.mp3,,(유)한국존슨앤드존슨판매,화장품 및 보건용품,모발 및 목욕용제,"샴푸, 린스",아쿠에어 삼푸,하루종일 촉촉촉,(주)휘닉스커뮤니케이션즈
A3000023.wma,,국제콘텍트렌즈,정밀기기 및 사무기기,이광학기기,안경 및 콘택트렌즈,하이파III,선명하고또렷한,(주)오리콤
A3000062.wma,,한독광학,정밀기기 및 사무기기,이광학기기,안경 및 콘택트렌즈,AS렌즈,인간의눈과 하나가된다,
A3000063.wma,,조르지오발망,정밀기기 및 사무기기,이광학기기,안경 및 콘택트렌즈,조르지오발망,국산안경테,
A3000075.wma,,데코광학,정밀기기 및 사무기기,이광학기기,안경 및 콘택트렌즈,조르지오발망,안경테를 바꾸니 딴사람같네,
A3000209.wma,1997,영한상사,정밀기기 및 사무기기,이광학기기,안경 및 콘택트렌즈,바슈롬,하나로모두해결한다,(주)오리콤
A3000210.wma,1994,영한상사,정밀기기 및 사무기기,이광학기기,선글라스,레이밴,시험착용,(주)오리콤
A5A00197.wma,1996,비선미디어,정밀기기 및 사무기기,문구류,앨범,에세이앨범,가슴을적시는선율,
A8A00001.wma,1994,(주)로만손,정밀기기 및 사무기기,시계,고급예물시계,로만손시계,예물시계의새이름,
A8A00007.wma,1992,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,라싸르,얇기에아름답다,(주)제일기획
A8A00010.wma,1993,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,돌체,환상의만남편,(주)제일기획
A8A00023.wma,1995,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,돌체,사랑을만들어가는시간,(주)제일기획
A8A00024.wma,1995,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,롤라이,명품의자존심,(주)제일기획
A8A00026.wma,1993,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,돌체,시간속의환상의만남,(주)제일기획
A8A00032.wma,1994,(주)모닝글로리,정밀기기 및 사무기기,문구류,노트 및 종이류,모닝글로리중성지노트,믿음이있는사회,(주)제일기획
A8A00033.wma,1994,(주)모닝글로리,정밀기기 및 사무기기,문구류,노트 및 종이류,모닝글로리중성지노트,미색의꿈,(주)제일기획
A8A00034.wma,1994,(주)모닝글로리,정밀기기 및 사무기기,문구류,노트 및 종이류,모닝글로리중성지노트,짝꿍,(주)제일기획
A8A00035.wma,1994,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,KAPPA,젊은패션,(주)제일기획
A8A00039.wma,1995,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,돌체,고급예물시계,(주)제일기획
A8A00046.wma,1996,(주)모닝글로리,정밀기기 및 사무기기,문구류,노트 및 종이류,아이소프트노트,눈이부드러워져요,(주)제일기획
A8A00050.wma,1992,(주)모닝글로리,정밀기기 및 사무기기,문구류,노트 및 종이류,모닝글로리중성지노트,필기감이좋아요,(주)제일기획
A8A00051.wma,1992,(주)모닝글로리,정밀기기 및 사무기기,문구류,노트 및 종이류,모닝글로리중성지노트,퀴즈,(주)제일기획
A8A00052.wma,1992,(주)모닝글로리,정밀기기 및 사무기기,문구류,노트 및 종이류,모닝글로리중성지노트,사랑과추억,(주)제일기획
A8A00054.wma,1993,양지상사,정밀기기 및 사무기기,문구류,일반 학용품,양지다이어리,소중한동반자,삼희기획
A8A00055.wma,1993,양지상사,정밀기기 및 사무기기,문구류,일반 학용품,양지탁상일기,새로운탁상일기,삼희기획
A8A00056.wma,1995,삼성시계(주),정밀기기 및 사무기기,시계,고급예물시계,로만손,예물시계,삼희기획
ABA00010.wma,1993,(주)컴앤씨,정밀기기 및 사무기기,문구류,화학용품,매직아트,신기하고재미있는,
ABA00014.wma,1993,(주)컴앤씨,정밀기기 및 사무기기,문구류,화학용품,매직아트,신기한요술물감,
ABA00016.wma,1994,(주)컴앤씨,정밀기기 및 사무기기,문구류,화학용품,매직아트,신기한요술물감,
ABA00021.wma,,(주)컴앤씨,정밀기기 및 사무기기,문구류,화학용품,"매직아트,매직믹스",달라졌습니다,
ABA00089.wma,1993,경인상사(주),정밀기기 및 사무기기,문구류,화학용품,칼라박스,그림물감,나라기획
AFA00080.wma,1996,(주)신우시스템,정밀기기 및 사무기기,사무기기,사무기기 기타,신우시스템,전산업무환경,
radio2000_059.mp3,,(주)엘지생활건강,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,레뗌(레뗌퍼밍메이드),아내에서 여자로,(주)엘지애드
radio2000_081.mp3,,Bic,정밀기기 및 사무기기,문구류,필기용품,Bic볼펜,마음을 전할땐 손으로 쓰세요,티비더블유에이코리아(주)
radio2000_165.mp3,,(주)바른손,정밀기기 및 사무기기,문구류,노트 및 종이류,바른손,디자인이 예쁜 노트,웰컴
A5A00123.wma,1997,대양합동,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기타,엠씨스퀘어,노력하는학생들과,(주)제일기획
A8A00053.wma,1995,삼성항공산업(주),가정용 전기전자,영상기기,카메라,삼성카메라,꿈을열어드립니다,(주)제일기획
A9A00001.wma,,(주)엔젤라이프,가정용 전기전자,주방용 전기전자,주서 및 믹서,엔젤녹즙기,녹즙기,
A9A00003.wma,1992,(주)엔젤라이프,가정용 전기전자,주방용 전기전자,주서 및 믹서,엔젤녹즙기,그의생활이달라졌어요,
A9A00004.wma,1993,동양매직(주),가정용 전기전자,주방용 전기전자,전자레인지,매직골드,갖은것만으로도자부심,
A9A00005.wma,1993,(주)그린파워,가정용 전기전자,주방용 전기전자,주서 및 믹서,그린파워2,다양한요리기능까지,
A9A00009.wma,,대전영일전자,가정용 전기전자,영상기기,영상기기 기타,CDQ,필수품,
A9A00011.wma,1997,엘지전자(주),가정용 전기전자,주방용 전기전자,냉장고,LG냉장고싱싱특급,집중냉각한다,(주)엘지애드
A9A00012.wma,1997,엘지전자(주),가정용 전기전자,냉방 및 공기청정기,에어컨,LG에어콘,일년내내써요,(주)엘지애드
A9A00015.wma,1997,(주)오스람코리아,가정용 전기전자,조명 및 전기소품,조명기구,오스람,더밝고오래가는,(주)엘지애드
A9A00017.wma,1993,삼성전자(주),가정용 전기전자,주방용 전기전자,냉장고,삼성바이오냉장고칸칸,따로따로,(주)제일기획
A9A00018.wma,1993,삼성전자(주),가정용 전기전자,주방용 전기전자,냉장고,삼성비아오냉장고,이숙영편,(주)제일기획
A9A00019.wma,1993,삼성전자(주),가정용 전기전자,냉방 및 공기청정기,에어컨,삼성인버터에어콘,올여름도,(주)제일기획
A9A00020.wma,1996,삼성전자(주),가정용 전기전자,가사용 전기전자,세탁기,퍼팩트세탁기,광나는이유,(주)제일기획
A9A00021.wma,1993,삼성전자(주),가정용 전기전자,영상기기,VTR,위너VTR,우리도잔고장없이살겠습니다,(주)제일기획
A9A00022.wma,1994,삼성전자(주),가정용 전기전자,냉방 및 공기청정기,에어컨,삼성에어콘신바람,여름과의한판승부,(주)제일기획
A9A00023.wma,1994,삼성전자(주),가정용 전기전자,가사용 전기전자,세탁기,삼성세탁기,엉킴이술술,(주)제일기획
A9A00035.wma,1994,풍년,가정용 전기전자,주방용 전기전자,전기밥솥,전기보온밥솥,풍년의밥맛,(주)제일기획
A9A00036.wma,1994,삼성전자(주),가정용 전기전자,영상기기,VTR,위너VTR,VTR이말을한다,(주)제일기획
A9A00037.wma,1994,삼성전자(주),가정용 전기전자,가사용 전기전자,세탁기,신바람세탁기,힘내,(주)제일기획
A9A00038.wma,1994,삼성전자(주),가정용 전기전자,영상기기,카메라,삼성비디오카메라,작고가볍다,(주)제일기획
A9A00039.wma,1994,풍년,가정용 전기전자,주방용 전기전자,전기밥솥,풍년전기보온밥솥,밥먹는소리,(주)제일기획
A9A00052.wma,1996,경원세기,가정용 전기전자,냉방 및 공기청정기,에어컨,센추리에어콘,명품,(주)제일기획
A9A00055.wma,,대우전자,가정용 전기전자,주방용 전기전자,냉장고,대우탱크냉장고,삼면에서냉기가,한국비젼
A9A00059.wma,,(주)금영,가정용 전기전자,음향기기,노래방기기,금영노래방,뮤직파트너깜보,대흥
A9A00060.wma,,아리랑,가정용 전기전자,음향기기,노래방기기,아리랑컴퓨터반주기,가정용컴퓨터반주기,(주)제일기획
A9A00065.wma,1995,삼성전자(주),가정용 전기전자,주방용 전기전자,냉장고,삼성냉장고문단속,회전날개가냉기를단속한다,(주)제일기획
A9A00066.wma,,엘지전자(주),가정용 전기전자,음향기기,휴대용 음향기기,아하프리,꾸중편,(주)엘지애드
A9A00067.wma,,엘지전자(주),가정용 전기전자,영상기기,TV,아트비전와이드,좋은TV,(주)엘지애드
A9A00069.wma,,엘지전자(주),가정용 전기전자,가사용 전기전자,청소기,청소기,대청소,(주)엘지애드
A9A00071.wma,,엘지전자(주),가정용 전기전자,주방용 전기전자,냉장고,싱싱냉장고,싱싱나라1,(주)엘지애드
A9A00072.wma,,엘지전자(주),가정용 전기전자,주방용 전기전자,냉장고,싱싱냉장고,싱싱나라2,(주)엘지애드
A9A00073.wma,,엘지전자(주),가정용 전기전자,냉방 및 공기청정기,에어컨,LG에어콘,공부방,(주)엘지애드
A9A00074.wma,,엘지전자(주),가정용 전기전자,가사용 전기전자,세탁기,통돌이세탁기,통돌이로깨끗,(주)엘지애드
A9A00087.wma,,엘지전자(주),가정용 전기전자,냉방 및 공기청정기,에어컨,LG바이오에어콘,LG바이오에어콘,(주)엘지애드
A9A00088.wma,,삼성전자(주),가정용 전기전자,가사용 전기전자,세탁기,삼성손빨래세탁기,삼성손빨래세탁기,(주)제일기획
A9A00089.wma,,삼성전자(주),가정용 전기전자,가사용 전기전자,청소기,삼성청소기,삼성청소기,(주)제일기획
A9A00097.wma,,대우전자,가정용 전기전자,냉방 및 공기청정기,에어컨,대우전자에어콘,자린고비편,(주)코래드
ABA00314.wma,,마마전기,가정용 전기전자,주방용 전기전자,전기밥솥,마마압력오토컴,컴퓨터로 지은 맛있는 밥,
ABA00338.wma,,한일스텐레스스틸공업,가정용 전기전자,주방용 전기전자,전기 저장고,한일스텐레스 김치독,주부의 일손을 돕는,
ABA00048.wma,1994,세광알미늄(주),가정용 전기전자,주방용 전기전자,전기밥솥,풍년압력솥,보상교환편,(주)제일기획
ABA00052.wma,1995,풍년,가정용 전기전자,주방용 전기전자,전기밥솥,풍년전기보온밥솥,풍년의밥맛을그대로,(주)제일기획
ABA00053.wma,1995,세광알미늄(주),가정용 전기전자,주방용 전기전자,전기밥솥,풍년압력솥,알뜰교환대잔치,(주)제일기획
AKA00094.wma,1993,대우전자,가정용 전기전자,음향기기,휴대용 음향기기,대우익투스,구역예배,삼희기획
radio2000_060.mp3,,한국피앤지(주),화장품 및 보건용품,여성 기초화장품,클린징,비달사순 딥클렌징,스타일을 위한 모발클렌징,레오버넷(주)
radio2000_082.mp3,,대우전자,가정용 전기전자,주방용 전기전자,냉장고,대우디지털냉장고,7개의 센서가 맛을 지켜준다,(주)코래드
radio2000_085.mp3,,(주)유니텍전자,가정용 전기전자,음향기기,휴대용 음향기기,로미MP3,MP3 PLAYER,피케이커뮤니케이션즈
radio2000_092.mp3,,대우전자,가정용 전기전자,가사용 전기전자,세탁기,대우공기방울세탁기,살균에서 표백까지,(주)코래드
A5A00065.wma,1996,(주)비스코,컴퓨터 및 정보통신,컴퓨터S/W,컴퓨터 게임용 S/W,삼국지5탄,영웅들의무용담,
A5A00211.wma,1996,리틀컴,컴퓨터 및 정보통신,컴퓨터S/W,데스크탑 PC,리틀컴,어린이기초컴퓨터,PRO-AD
A5A00247.wma,1997,동서게임채널,컴퓨터 및 정보통신,컴퓨터S/W,컴퓨터 게임용 S/W,삼국지,최첨단게임,
A9A00006.wma,1995,대기전자,컴퓨터 및 정보통신,컴퓨터 용품,컴퓨토 스피커 및 이어폰,핸디OK,이젠무선마이크하나로,
A9A00010.wma,1996,엘지전자(주),컴퓨터 및 정보통신,통신기기,휴대폰,프리웨이,걸려야할때걸려야죠,(주)엘지애드
A9A00013.wma,1996,엘지전자(주),컴퓨터 및 정보통신,컴퓨터,데스크탑 PC,IBMPC,성능과서비스에서최고,(주)엘지애드
A9A00014.wma,1996,엘지전자(주),컴퓨터 및 정보통신,컴퓨터,노트북 PC,씽크패드,들고다니기편하다,(주)엘지애드
A9A00016.wma,1997,엘지전자(주),컴퓨터 및 정보통신,통신기기,휴대폰,싸이언,모델도가지가지,(주)엘지애드
A9A00024.wma,1994,삼성전자(주),컴퓨터 및 정보통신,통신기기,휴대폰,애니콜,고감도로걸고듣는다,(주)제일기획
A9A00025.wma,1994,삼성전자(주),컴퓨터 및 정보통신,통신기기,무선호출기,삼성위드미,삐삐팅편,(주)제일기획
A9A00026.wma,1994,삼성전자(주),컴퓨터 및 정보통신,통신기기,무선호출기,삼성위드미,자유선언편,(주)제일기획
A9A00028.wma,1994,삼성전자(주),컴퓨터 및 정보통신,통신기기,휴대폰,애니콜,실제고감도통화편,(주)제일기획
A9A00029.wma,1995,삼성전자(주),컴퓨터 및 정보통신,통신기기,무선호출기,위드미S,알리는소리,(주)제일기획
A9A00030.wma,1995,삼성전자(주),컴퓨터 및 정보통신,통신기기,무선호출기,위드미S,자유가느껴진다,(주)제일기획
A9A00032.wma,,삼성전자(주),컴퓨터 및 정보통신,통신기기,무선호출기,애니삐,언제어디서나,(주)제일기획
A9A00033.wma,1993,에스케이텔레콤(주),컴퓨터 및 정보통신,통신기기,무선호출기,삐삐012,삐삐10년산증인,(주)제일기획
