번호,년도,매체구분,매체,대분류,중분류,소분류,광고주,제품,내용
ogilbi-2134,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프터보,파워의 승리 - 스쿠프터보 우승
ogilbi-2135,1992,신문,기타신문,수송기기,승용자동차,스포츠카,현대자동차(주),NEW스쿠프,눈부신 변신 - NEW스쿠프
ogilbi-2136,1992,신문,기타신문,수송기기,승용자동차,스포츠카,현대자동차(주),뉴스쿠프,터보 스포츠카 - 뉴스쿠프 탄생
ogilbi-2137,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프터보,어느날 문득 스쿠프터보가 타고싶다
ogilbi-2138,1992,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),포터,"1톤하면, 역시 현대 포터"
ogilbi-2139,1992,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 SL덤프트럭,현대 SL덤프트럭
ogilbi-2140,1992,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 중형트럭,힘좋고 편안한 현대 중형트럭
ogilbi-2141,1992,신문,기타신문,수송기기,승합차,중형승합차,현대자동차(주),코러스,K-1엔진 코러스 탄생
ogilbi-2142,1992,신문,기타신문,수송기기,트럭,중형트럭,현대자동차(주),마이티,K-1엔진 현대2.5톤 마이티
ogilbi-2143,1992,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),포터,"현대포터, 더욱 돋보입니다"
ogilbi-2144,1992,신문,기타신문,수송기기,트럭,중형트럭,현대자동차(주),마이티,무 보링 50만Km - 현대 2.5톤 마이티
ogilbi-2145,1992,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스,"오토매틱, 현대 그레이스"
ogilbi-2146,1992,신문,기타신문,수송기기,승용자동차,대형승용차,현대자동차(주),그랜저,그랜저의 세계로 귀하를 초대합니다
ogilbi-2147,1992,신문,기타신문,수송기기,승용자동차,대형승용차,현대자동차(주),그랜저,"귀하의 명예, 그랜저가 모십니다"
ogilbi-2148,1992,신문,기타신문,수송기기,승용자동차,대형승용차,현대자동차(주),그랜저,변함없는 VIP승용차 - 그랜저
ogilbi-2149,1992,신문,기타신문,수송기기,승용자동차,대형승용차,현대자동차(주),그랜저,전통에 빛나는 고급승용차 - 그랜저
ogilbi-2150,1992,신문,기타신문,수송기기,승용자동차,대형승용차,현대자동차(주),그랜저,첨단의 안전공항 ABS - 그랜저 전모델 장착
ogilbi-2151,1992,신문,기타신문,수송기기,승용자동차,대형승용차,현대자동차(주),그랜저,변함없는 명차 - 그랜저
ogilbi-2152,1992,신문,기타신문,수송기기,승용자동차,대형승용차,현대자동차(주),뉴그랜저,뉴그랜저 - 최초로 유럽수출
ogilbi-2153,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,엑셀 1대를 수출하면 2천여회사제품도 함께 수출됩니다
ogilbi-2154,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,밝고 아르다운 자동차문화 우리의 소중한 자산입니다
ogilbi-2155,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,현대자동차(주),기업PR,창사25주년기념 제5회 어린이 환경보전 그림그리기 큰잔치
ogilbi-2156,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,뿌리가 깊어야 흔들리지 않는다
ogilbi-2157,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,외교관이 따로 없습니다
ogilbi-2158,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,서서히 출발하고 서서히 멈춥시다
ogilbi-2159,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,아침마다 만나는 까만거울
ogilbi-2160,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,7시간 늦게가는 시계
ogilbi-2161,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,아빠가 먼저 양보하세요
ogilbi-2162,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,"밝은거리, 안전한 하루 - 우리모두의 손으로 이루어갑시다"
ogilbi-2163,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,너무 일찍 터트린 샴페인병 - 이제 모두의 땀방울로 채웁시다
ogilbi-2164,1992,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타,쏘나타 - 50만대를 기록한 유일한 중형세단입니다
ogilbi-2165,1992,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타,우리는 쏘나타 가족
ogilbi-2166,1992,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타1800,SONATA1800
ogilbi-2167,1992,신문,기타신문,수송기기,승용자동차,영업용승용차,현대자동차(주),쏘나타 모범택시,탄생 쏘나타 모범택시
ogilbi-2168,1992,신문,기타신문,수송기기,승용자동차,영업용승용차,현대자동차(주),쏘나타 택시,쏘나타 택시 - 편하니까 운전이 한결 즐겁습니다
ogilbi-2169,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀GS,엑셀GS를 선택한 7가지 이유
ogilbi-2170,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀 스페셜팩,"엑셀 스페셜팩 4,000대 한정판매"
ogilbi-2172,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀 밴 디럭스,엑셀 밴 디럭스 탄생
조선광고대상0625,1993,신문,조선일보,수송기기,승용자동차,다목적승용차,기아자동차(주),스포티지,"빌딩숲에선 프로비즈니스맨, 자연앞에선 사나이가 된다"
중앙광고대상0462,1993,신문,중앙일보,수송기기,승용자동차,지프,쌍용자동차(주),무쏘,무쏘가 옵니다
중앙광고대상0469,1993,신문,중앙일보,수송기기,승용자동차,다목적승용차,기아자동차(주),스포티지,전혀새로운 차가 나타났다
KAA1994 (1),1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,세계 160여 나라에서
KAA1994 (10),1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대중공업(주),기업PR,수출을 많이해야 /나도 커서 아빠회사 다닐래요
KAA1994 (141),1993,신문,기타신문,수송기기,승용자동차,다목적승용차,아시아자동차공업(주),록스타R2,정통 4WD의 성능-록스타R2
KAA1994 (143),1993,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,새로운 포텐샤가 새로운 리더가 됐습니다
KAA1994 (144),1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),아벨라,세계감각-아벨라
KAA1994 (145),1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),아벨라,"뉴욕,도쿄,서울 동시등장 - 아벨라"
KAA1994 (157),1993,신문,기타신문,수송기기,승용자동차,경승용차,아시아자동차공업(주),타우너LPG,내사업에 꼭맞는 차 타우너LPG
KAA1994 (186),1993,신문,기타신문,수송기기,트럭,소형트럭,쌍용자동차(주),쌍용 신형트럭,"쌍용 아저씨,고마워요"
KAA1994 (2),1993,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,엑셀 1대를 수출하면 2000여 회사도 함께 수출
KAA1994 (282),1993,신문,기타신문,수송기기,승용자동차,소형승용차,대우자동차(주),르망,안전에 관한 모든것을 공개합니다
KAA1994 (284),1993,신문,기타신문,수송기기,수입자동차,수입승용차,대우자동차(주),수퍼살롱,93년형 수퍼살롱 탄생
KAA1994 (297),1993,신문,기타신문,수송기기,수입자동차,수입승용차,한진건설(주),볼보 940GL,고성능과 경제성을 모두 제압
KAA1994 (3),1993,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,엑셀 1대를 수출하면 원유 약250드럼
KAA1994 (305),1993,신문,기타신문,수송기기,승용자동차,준중형승용차,대우자동차,씨에로,강하고 안전한 차 씨에로
KAA1994 (311),1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기타,(주)아가방,아가방 안전 유모차,엄마의 사랑처럼 세심합니다
KAA1994 (313),1993,신문,기타신문,수송기기,승용자동차,다목적승용차,쌍용자동차(주),코란도 훼미리,코란도맨-선동렬
KAA1994 (314),1993,신문,기타신문,수송기기,승용자동차,지프,쌍용자동차(주),코란도,코란도맨-영화촬영감독 정일성
KAA1994 (327),1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),프라이드,명차의 전통을 이어갑니다
KAA1994 (4),1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,3천리가 한마당
KAA1994 (5),1993,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),소나타 1800,베스트셀러중의 베스트셀러
KAA1994 (6),1993,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),현대 포터,현대 포터 인기비결 3가지
KAA1994 (7),1993,신문,기타신문,수송기기,승용자동차,지프,현대자동차(주),갤로퍼 디젤 터보 오토,갤로퍼 디젤 터보 오토탄생
KAA1994 (8),1993,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,행복을 지켜주는 안전공간 소형차도 엑셀
KAA1994 (9),1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대중공업(주),기업PR,산을 살립시다/바다를 살립시다
ogilbi-0288,1993,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,포텐샤 권위
ogilbi-0289,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,세피아 - 엑스포팩 판매개시
ogilbi-0290,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,멀리서부터 파워가 느껴졌다
ogilbi-0291,1993,신문,기타신문,수송기기,트럭,대형트럭,기아자동차(주),믹서트럭,믹서트럭도 역시 아시아입니다.
ogilbi-0292,1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,인간을 위한 차를 만든다
ogilbi-0293,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,엑스포가 선택한 - 세피아
ogilbi-0294,1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,자연을 연구하는 자동차회사
ogilbi-0295,1993,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,포텐샤 권위
ogilbi-0296,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,세피아 - 엑스포팩 판매개시
ogilbi-0297,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,사실입니다
ogilbi-0299,1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,완벽에 접근하는 기아 안전시스템
ogilbi-0300,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,철두철미 자기방어 - 세피아
ogilbi-0301,1993,신문,기타신문,수송기기,수입자동차,수입승용차,기아자동차(주),링컨 컨티넨탈,링컨 컨티넨탈
ogilbi-0302,1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업,하나를 만들어도 최고 아니면 안되었던 우리의 손
ogilbi-0303,1993,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,포텐샤 오케스트라
ogilbi-0304,1993,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,최고의 예우를 위한 차 - 포텐샤
ogilbi-0305,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,캐피탈 - 아빠 마음처럼 넉넉해요
ogilbi-0306,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,"아름다운힘, 나의 보디가드 - 세피아"
ogilbi-0307,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,쾌속상승 - 세피아
ogilbi-0308,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,골격부터 강하다 - 세피아
ogilbi-0309,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,완벽한 안전테스트를 거쳐야 세피아란 이름을 얻는다
ogilbi-0310,1993,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,고객 제일주의
ogilbi-0311,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,세피아 - 유럽 본격 진출
ogilbi-0312,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,눈으로 감동 달리면서 감동 도시의 바람 - 세피아
ogilbi-0313,1993,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,거리를 제압한다 - 세피아
