0,1,2,3,4
(단위: 원),,,,
구   분,수준1,수준2,수준3,합   계
당기손익-공정가치측정금융자산,-,"67,710,593,856","21,014,864,214","88,725,458,070"
기타포괄손익-공정가치측정금융자산,-,"82,857,233,000",-,"82,857,233,000"
합 계,-,"150,567,826,856","21,014,864,214","171,582,691,070"
