0,1,2,3,4
(단위: 원),,,,
구   분,특수관계자,매출,매입,출자금분배(증가)
관계회사,KTBN 방송영상콘텐츠전문투자조합,-,-,"1,703,107,091"
관계회사,"KTBN 미래콘텐츠일자리창출
투자조합",,,"1,750,000,000"
