0,1,2,3
(단위: 원),,,
구   분,,당기,전기
당기손익,당기근무원가,"1,449,132,814","1,474,362,982"
인식,이자비용,"(33,252,577)","(55,641,104)"
,이자원가,"439,150,992","538,362,444"
,사외적립자산의 이자수익,"(472,403,569)","(594,003,548)"
,소 계,"1,415,880,237","1,418,721,878"
기타포괄손실(이익),,"(651,628,468)","518,270,933"
합 계,,"764,251,769","1,936,992,811"
