0,1,2,3
(단위: 원),,,
구   분,,당기,전기
당기손익,당기근무원가,"1,474,362,982","1,783,548,732"
인식,이자비용,"(55,641,104)","(19,010,663)"
,이자원가,"538,362,444","366,493,730"
,사외적립자산의 이자수익,"(594,003,548)","(385,504,393)"
,소 계,"1,418,721,878","1,764,538,069"
기타포괄손실(이익),,"518,270,933","(240,777,515)"
합 계,,"1,936,992,811","1,523,760,554"
