0,1,2,3,4,5
(단위: 원),,,,,
구  분,기초금액,취득/자본적지출,처분,상각,장부금액
컴퓨터소프트웨어,"395,269,935","1,008,000",-,"(164,950,331)","231,327,604"
컴퓨터소프트웨어(기금),"12,579,950",-,"(1,000)","(12,575,950)","3,000"
정부보조금(기금),"(12,579,950)",-,"1,000","12,575,950","(3,000)"
기타무형자산(*1),"756,088,300",-,-,-,"756,088,300"
합  계,"1,151,358,235","1,008,000",-,"(164,950,331)","987,415,904"
