0,1,2
(단위: 원),,
구   분,당기말,전기말
확정급여채무의 현재가치,"14,411,226,846","15,023,341,416"
사외적립자산의 공정가치,"(15,460,204,125)","(16,515,059,833)"
합계,"(1,048,977,279)","(1,491,718,417)"
