0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선급비용,"133,372,192","26,576,785","182,090,538","28,515,562"
기타,"98,010,532",-,"49,154,476",-
합   계,"231,382,724","26,576,785","231,245,014","28,515,562"
