0,1,2
(단위: 원),,
구   분,당   기,전   기
기초사외적립자산의 공정가치,"17,154,727,293","18,989,795,624"
사외적립자산의 기대수익,"599,159,878","395,107,873"
재측정요소,"461,196,301","(28,878,550)"
지급액,"(3,115,472,775)","(5,129,800,741)"
고용인 기여금,"1,340,899,793","2,928,503,087"
기말 사외적립자산의 공정가치,"16,440,510,490","17,154,727,293"
