0,1,2,3,4
(단위: 원),,,,
구  분,당기말,,전기말,
,유동,비유동,유동,비유동
매출채권,"106,649,617,987",-,"146,528,654,460",-
미수금,"1,568,097,824",-,"1,492,235,023",-
미수수익,"441,193,811",-,"901,015,239",-
장기보증금,-,"1,338,641,880",-,"1,494,225,880"
현재가치할인차금,-,"(16,120,738)",-,"(23,389,650)"
합   계,"108,658,909,622","1,322,521,142","148,921,904,722","1,470,836,230"
