0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,장부금액,공정가치,장부금액,공정가치
토  지,"31,834,363,691","274,772,079,543","31,366,175,305","270,082,043,577"
건  물,"68,070,433,014","47,765,669,696","69,608,433,103","47,466,865,831"
합   계,"99,904,796,705","322,537,749,239","100,974,608,408","317,548,909,408"
