0,1,2,3,4
(단위: 원),,,,
구   분,기초금액,감가상각,기타증감,장부금액
토  지,"30,836,706,487",,"296,920,471","31,133,626,958"
건  물,"73,992,002,346","(3,572,271,665)","1,550,229,994","71,969,960,675"
합   계,"104,828,708,833","(3,572,271,665)","1,847,150,465","103,103,587,633"
