0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
매입채무,"130,076,177,463",-,"188,393,738,768",-
미지급금,"12,021,394,567",-,"14,376,283,737",-
단기기타보증금,"577,819,000",-,"691,375,360",-
리스부채,"189,567,858","169,433,024","156,388,797","199,407,210"
임대보증금,-,"12,965,552,826",-,"13,115,872,400"
현재가치할인차금,-,"(258,801,599)",-,"(254,303,467)"
합   계,"142,864,958,888","12,876,184,251","203,617,786,662","13,060,967,143"
