0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
학자금 대여금,-,"158,425,275",-,"178,828,592"
현재가치할인차금,-,"(11,146,981)",-,"(13,737,536)"
합 계,-,"147,278,294",-,"165,091,056"
