0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
학자금 대여금,-,"178,828,592",-,"172,803,576"
현재가치할인차금,-,"(13,737,536)",-,"(12,368,818)"
합 계,-,"165,091,056",-,"160,434,758"
