0,1,2
(단위: 원),,
구     분,당   기,전   기
기초금액,"355,796,007","282,162,828"
증      가,"180,043,902","166,511,197"
이자비용,"16,044,123","31,068,362"
감      소,"(192,883,150)","(123,946,380)"
기말금액,"359,000,882","355,796,007"
