0,1,2
(단위: 원),,
구   분,당기말,전기말
기타포괄손익누계액,"(3,072,282,729)","(9,460,457,844)"
공정가치 측정금융자산 평가이익 누계,"(3,072,282,729)","(9,460,457,844)"
