0,1,2
(단위: 원),,
구   분,당기말,전기말
당기손익-공정가치측정금융자산,"47,493,231,683","88,725,458,070"
기타포괄손익-공정가치측정금융자산,"74,176,766,000","82,857,233,000"
상각후원가측정금융자산,"244,463,707,303","235,523,526,062"
합  계,"366,133,704,986","407,106,217,132"
