0,1,2,3,4,5
(단위: 원),,,,,
구  분,기초금액,취득/자본적지출,처분,상각,장부금액
컴퓨터소프트웨어,"347,628,874","414,740,000",-,"(166,530,051)","595,838,823"
컴퓨터소프트웨어(기금),"55,704,350",-,-,"(21,562,200)","34,142,150"
정부보조금(기금),"(55,704,350)",-,-,"21,562,200","(34,142,150)"
기타무형자산(*1),"868,088,300",-,"(112,000,000)",-,"756,088,300"
합  계,"1,215,717,174","414,740,000","(112,000,000)","(166,530,051)","1,351,927,123"
