0,1,2,3
(단위: 원),,,
금융자산,"당기손익-공정가치
측정금융자산","기타포괄손익-공정가치
측정금융자산","상각후원가측정
금융자산"
현금및현금성자산,-,-,"42,980,701,880"
당기손익-공정가치측정금융자산(유동),"13,313,108,084",-,-
기타포괄손익-공정가치측정금융자산(유동),-,-,-
유동상각후원가측정금융자산,-,-,"40,000,000,000"
매출채권및기타채권,-,-,"148,921,328,701"
당기손익-공정가치측정금융자산(비유동),"34,180,123,599",-,-
기타포괄손익-공정가치측정금융자산(비유동),-,"74,176,766,000",-
비유동상각후원가측정금융자산,-,-,"10,069,602,566"
장기대여금,-,-,"165,091,056"
장기매출채권및기타채권,-,-,"1,470,836,230"
합  계,"47,493,231,683","74,176,766,000","243,607,560,433"
