0,1,2,3
점검일,점검장소,위험요인,
2023년  6월  12일,♣♣,"ㅇ  1층  로비  :  내방객  동선에  청소기  등  미화물품  및 
시설정비  물품  방치",
,,,
,,,
2023년  6월  13일,♥♥,ㅇ  정원  :  연수객  이용공간에  제설삽  등  미화물품  방치,
,,,
,,,
