0,1,2,3,4
과 목,제 13 기(당기),,제 12 기(전기),
장기임대보증금 증가(감소),"(150,319,574)",,"383,764,000",
IV. 현금및현금성자산의 순증가(감소),,"(24,354,049,281)",,"11,791,125,476"
V. 기초 현금및현금성자산,,"43,429,296,521",,"31,638,171,045"
"V
I. 기말 현금및현금성자산",,"19,075,247,240",,"43,429,296,521"
Ⅶ. 정부보조금 등,,"(9,112,579)",,"(93,023,792)"
Ⅷ. 정부보조금 차감 후 기말 현금및현금성자산,,"19,066,134,661",,"43,336,272,729"
