0,1,2
구   분,당기말,전기말
주주,대한민국 정부,대한민국 정부
관계회사,KTBN 방송영상콘텐츠전문투자조합,KTBN 방송영상콘텐츠전문투자조합
관계회사,화이-코바코 콘텐츠 투자조합,화이-코바코 콘텐츠 투자조합
관계회사,KTBN 미래콘텐츠일자리창출 투자조합,KTBN 미래콘텐츠일자리창출 투자조합
