0,1,2,3,4,5
(단위: 원),,,,,
구  분,취득원가,정부보조금,상각누계액,손상차손누계액,장부금액
컴퓨터소프트웨어,"6,531,466,474",-,"(6,136,196,539)",-,"395,269,935"
컴퓨터소프트웨어(기금),"105,648,800","(12,579,950)","(93,068,850)",-,-
기타무형자산,"1,030,088,300",-,-,"(274,000,000)","756,088,300"
합  계,"7,667,203,574","(12,579,950)","(6,229,265,389)","(274,000,000)","1,151,358,235"
