0,1,2
(단위: 원),,
구     분,당   기,전   기
사용권자산 감가상각비,"134,364,984","167,513,209"
리스부채에 대한 이자비용,"31,068,362","3,751,852"
인식면제 규정을 적용한 단기리스 관련 비용,"102,050,000","97,416,600"
인식면제 규정을 적용한 소액자산 리스 관련 비용,"57,018,469","64,097,289"
손익계산서에 인식된 총액,"324,501,815","332,778,950"
