0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
매입채무,"130,076,177,463",-,"188,393,738,768",-
미지급금,"11,371,786,096",-,"13,461,035,008",-
단기기타보증금,"577,819,000",-,"691,375,360",-
리스부채,"189,567,858","169,433,024","156,388,797","199,407,210"
임대보증금,-,"13,010,605,826",-,"13,160,925,400"
현재가치할인차금,-,"(258,801,599)",-,"(254,303,467)"
합   계,"142,215,350,417","12,921,237,251","202,702,537,933","13,106,029,143"
