0,1,2
(단위: 원),,
구   분,당   기,전   기
이자비용,"127,142,358","228,749,646"
금융자산처분손실,"316,332,921",-
당기손익-공정가치측정 금융자산평가손실,"51,938,099","2,709,287,220"
합   계,"495,413,378","2,938,036,866"
