0,1,2
(단위: 원),,
구       분,당기말,전기말
1년 이내,"156,388,797","147,183,092"
1년 초과 ~ 5년 이내,"206,787,301","138,144,000"
5년 초과,-,-
할인되지 않은 총 리스료,"363,176,098","285,327,092"
현재가치 조정금액 등,"(7,380,091)","(3,164,264)"
계약상 현금흐름의 현재가치,"355,796,007","282,162,828"
