0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선수금,"7,911,015,324",-,"6,506,303,183",-
선수수익,-,"253,007,015",-,"251,518,678"
예수금,"137,034,654",-,"262,099,838",-
기타,"294,780,496",-,"351,437,428",-
합   계,"8,342,830,474","253,007,015","7,119,840,449","251,518,678"
