0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선수금,"6,506,303,183",-,"9,008,976,895",-
선수수익,-,"251,518,678",-,"252,040,185"
예수금,"262,099,838",-,"230,576,060",-
기타,"351,437,428",-,"516,429,326",-
합   계,"7,119,840,449","251,518,678","9,755,982,281","252,040,185"
