0,1,2,3,4
(단위: 원),,,,
구  분,당기말,,전기말,
,유동,비유동,유동,비유동
매출채권,"146,528,654,460",-,"175,946,130,256",-
미수금,"1,492,235,023",-,"1,565,149,809",-
미수수익,"901,015,239",-,"497,164,526",-
장기보증금,-,"1,494,225,880",-,"1,504,931,880"
현재가치할인차금,-,"(23,389,650)",-,"(5,167,141)"
합   계,"148,921,904,722","1,470,836,230","178,008,444,591","1,499,764,739"
