0,1,2,3
(단위: 원),,,
종목명,취득원가,장부가액,공정가치
조건부자본증권,"72,734,241,667","72,291,438,000","72,291,438,000"
합  계,"72,734,241,667","72,291,438,000","72,291,438,000"
