0,1,2,3,4
(단위: 원),,,,
주요 고객,당   기,,전   기,
,매출,비중,매출,비중
한국방송공사,"31,051,641,528",26.05%,"41,734,314,935",28.65%
(주)문화방송,"32,184,941,624",27.01%,"43,771,716,787",30.05%
합   계,"63,236,583,152",53.06%,"85,506,031,722",58.70%
