0,1,2
(단위: 원),,
구   분,당   기,전   기
이자비용,"228,749,646","87,742,873"
금융자산처분손실,-,"345,300,651"
당기손익-공정가치측정 금융자산평가손실,"2,709,287,220","768,843,082"
합   계,"2,938,036,866","1,201,886,606"
