0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선급비용,"141,795,969","26,576,785","191,790,810","28,515,562"
기타,"98,010,532",-,"49,154,476",-
합   계,"239,806,501","26,576,785","240,945,286","28,515,562"
