0,1,2
구        분,직      무,단  위  업  무
Ⓒ팀,"미디어다양성
증진사업
(시청점유율조사)","11.  시청점유율  분석  시스템용  DB구축
12.  통합기초조사  조사  설계  및  기획
13.  조사업체  선정  및  실사  관리
14.  기초조사  결과  분석  및  보고서  발간
15.  조사  결과  본조사  적용  및  대내․외  활용
16.  시청점유율  조사  설계  및  기획
17.  시청점유율  조사  업체  선정  및  실사  진행
18.  시청점유율  일일․주간․월간․연간  보고서  산출
19.  TV신문  이용행태조사  설계  및  기획
20.  TV신문  이용행태조사  업체  선정  및  실사  관리
21.  TV신문  이용행태조사  결과  분석  및  보고서  발간
22.  미디어,  통계전문가  자문단  운영"
,기금사업관리,"1.  소관  기금사업  관련  기재부  국회  등  대외  협력  및  위탁업무  수행
2.  사업수행계획서  작성  및  제출
3.  사업예산  신청,  지출,  수행보고서  작성
4.  사업지출  결의서,  정산보고서  및  분석  보고서  작성
5.  미디어다양성위원회  운영  지원  및  미디어  다양성  증진  관련  정책  자료  생산·제공  등"
Ⓓ팀,"광고통계
데이터  관리","1.  방송통신광고비조사  기본계획  수립
2.  방송콘텐츠  가치정보  분석사업  기본계획  수립
3.  광고경기전망지수(KAI)  기본계획  수립
4.  조사  설계․기획  및  업체선정,  결과분석  및  보고
5.  지표  산출  설계․시스템(RACOI)  관리  및  업체선정,  결과분석  및  보고
6.  방송콘텐츠  가치정보  분석(RACOI)  시스템  데이터  품질관리
7.  방송통신광고통계시스템(ADSTAT)  운영  업무
8.  공공데이터  제공  기본계획  및  공공데이터  품질관리  기본계획  수립·추진  총괄
9.  정부,  유관기관,  전문가,  고객자문단  대응  및  협력  등"
,광고표준화,"1.  방송광고  코드표준화  기획
2.  신규  방송  프로그램  유형  및  광고소재  업종별  코드분류  협의․조정  업무"
,기금사업관리,"1.  소관  기금사업  관련  대외정책협력  및  위탁업무  수행
2.  사업계획서  작성·제출
3.  사업예산  신청,  지출,  수행보고서  작성
4.  사업  지출  결의서,  정산  보고서  및  효과분석  보고서  작성"
