0,1,2
(단위: 원),,
구   분,당기말,전기말
기초금액,"(9,460,457,844)","(609,987,655)"
기타포괄손익-공정가치 측정금융자산 평가이익(손실),"6,388,175,115","(8,850,470,189)"
법인세효과,-,-
기말금액,"(3,072,282,729)","(9,460,457,844)"
