0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,장부금액,공정가치,장부금액,공정가치
토  지,"31,366,175,305","270,082,043,577","31,133,626,958","261,932,483,522"
건  물,"69,608,433,103","47,466,865,831","71,969,960,675","54,093,903,856"
합   계,"100,974,608,408","317,548,909,408","103,103,587,633","316,026,387,378"
