0,1,2
(단위: 원),,
구   분,당기말,전기말
연체되지도 않고 손상되지 않은 채권,"3,887,476,142","3,567,246,215"
연체되었으나 손상되지 않은 채권,-,-
소   계,"3,887,476,142","3,567,246,215"
차감 : 대손충당금,-,-
차감 : 현재가치할인차금,"(23,389,650)","(5,167,141)"
합   계,"3,864,086,492","3,562,079,074"
