0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선수금,"7,911,015,324",-,"6,506,303,183",-
선수수익,-,"253,007,015",-,"251,518,678"
예수금,"295,672,402",-,"417,266,056",-
기타,"294,780,496",-,"351,437,428",-
합   계,"8,501,468,222","253,007,015","7,275,006,667","251,518,678"
