0,1,2,3,4
(단위: 원),,,,
구   분,수준1,수준2,수준3,합   계
당기손익-공정가치측정금융자산,-,"67,813,964,346","22,488,508,734","90,302,473,080"
기타포괄손익-공정가치측정금융자산,-,"72,291,438,000",-,"72,291,438,000"
합  계,-,"140,105,402,346","22,488,508,734","162,593,911,080"
