0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선급비용,"78,567,380","11,882,964","133,372,192","26,576,785"
기타,"153,345,801",-,"98,010,532",-
합   계,"231,913,181","11,882,964","231,382,724","26,576,785"
