0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
매입채무,"188,393,738,768",-,"222,239,639,367",-
미지급금,"14,376,283,737",-,"14,736,698,541",-
단기기타보증금,"691,375,360",-,"40,828,000",-
유동리스부채,"156,388,797",-,"147,183,092",-
임대보증금,-,"13,115,872,400",-,"12,732,108,400"
현재가치할인차금,-,"(254,303,467)",-,"(253,752,722)"
합   계,"203,617,786,662","12,861,568,933","237,164,349,000","12,478,355,678"
