0,1,2
(단위: 원),,
구    분,당    기,전    기
기    초,"5,000,000,000","5,000,000,000"
증    가,"5,565,328,080","5,826,195,290"
감    소,"(5,565,328,080)","(5,826,195,290)"
기    말,"5,000,000,000","5,000,000,000"
