0,1,2,3
(단위: 원),,,
종목명,취득원가,장부가액,공정가치
조건부자본증권,"93,094,763,672","82,857,233,000","82,857,233,000"
합  계,"93,094,763,672","82,857,233,000","82,857,233,000"
