0,1,2
(단위: 원),,
구   분,당   기,전   기
기초사외적립자산의 공정가치,"16,440,510,490","17,154,727,293"
사외적립자산의 기대수익,"505,368,203","599,159,878"
재측정요소,"149,352,947","461,196,301"
지급액,"(3,024,302,433)","(3,115,472,775)"
고용인 기여금,-,"1,340,899,793"
기말 사외적립자산의 공정가치,"14,070,929,207","16,440,510,490"
