0,1
(단위: 원),
금융부채,상각후원가측정금융부채
매입채무와기타채무,"236,560,139,190"
비유동성금융부채,"134,979,736"
장기매입채무와기타채무,"12,523,408,678"
합  계,"249,218,527,604"
