0,1,2
(단위: 원),,
구   분,당기말,전기말
보통예금,"19,075,247,240","43,429,296,521"
정부보조금(기금),"(1,921,589)","(66,721,134)"
수탁사업자금,"(7,190,990)","(26,302,658)"
합   계,"19,066,134,661","43,336,272,729"
