0,1,2,3
(단위: 원),,,
금융자산,"당기손익-공정가치
측정금융자산","기타포괄손익-공정가치
측정금융자산","상각후원가측정
금융자산"
현금및현금성자산,-,-,"30,916,358,092"
당기손익-공정가치측정금융자산(유동),"48,919,031,895",-,-
유동상각후원가측정금융자산,-,-,"14,012,360,575"
매출채권및기타채권,-,-,"178,008,166,051"
당기손익-공정가치측정금융자산(비유동),"39,806,426,175",-,-
기타포괄손익-공정가치측정금융자산(비유동),-,"82,857,233,000",-
비유동상각후원가측정금융자산,-,-,"10,096,618,141"
장기대여금,-,-,"160,434,758"
장기매출채권및기타채권,-,-,"1,499,764,739"
합  계,"88,725,458,070","82,857,233,000","234,693,702,356"
