0,1,2
(단위: 원),,
구   분,당기말,전기말
연체되지도 않고 손상되지 않은 채권,"3,347,902,149","3,886,901,782"
연체되었으나 손상되지 않은 채권,-,-
소   계,"3,347,902,149","3,886,901,782"
차감 : 대손충당금,-,-
차감 : 현재가치할인차금,"(16,120,738)","(23,389,650)"
합   계,"3,331,781,411","3,863,512,132"
