0,1,2
(단위: 원),,
구   분,당기말,전기말
당기손익-공정가치측정금융자산,"47,493,231,683","88,725,458,070"
기타포괄손익-공정가치측정금융자산,"74,176,766,000","82,857,233,000"
상각후원가측정금융자산,"243,607,560,433","234,693,702,356"
합  계,"365,277,558,116","406,276,393,426"
