0,1,2,3,4
(단위: 원),,,,
구  분,당기말,,전기말,
,유동,비유동,유동,비유동
매출채권,"146,528,652,799",-,"175,946,130,256",-
미수금,"1,491,660,663",-,"1,564,871,269",-
미수수익,"901,015,239",-,"497,164,526",-
장기보증금,-,"1,494,225,880",-,"1,504,931,880"
현재가치할인차금,-,"(23,389,650)",-,"(5,167,141)"
합   계,"148,921,328,701","1,470,836,230","178,008,166,051","1,499,764,739"
