0,1,2
(단위: 원),,
구   분,당   기,전   기
기초사외적립자산의 공정가치,"16,515,059,833","18,675,987,099"
사외적립자산의 기대수익,"594,003,548","385,504,393"
재측정요소,"71,530,137","(28,878,550)"
지급액,"(3,061,289,186)","(5,112,355,969)"
고용인 기여금,"1,340,899,793","2,594,802,860"
기말 사외적립자산의 공정가치,"15,460,204,125","16,515,059,833"
