0,1,2,3,4
(단위: 원),,,,
구   분,기초금액,감가상각,기타증감,장부금액
토  지,"31,133,626,958",,"232,548,347","31,366,175,305"
건  물,"71,969,960,675","(3,609,204,123)","1,247,676,551","69,608,433,103"
합   계,"103,103,587,633","(3,609,204,123)","1,480,224,898","100,974,608,408"
