0,1,2,3
(단위: 원),,,
구   분,,당기,전기
당기손익,당기근무원가,"737,181,490","2,175,576,502"
인식,이자비용,"(27,820,552)","(22,764,213)"
,이자원가,"269,181,222","372,343,660"
,사외적립자산의 이자수익,"(297,001,774)","(395,107,873)"
,소 계,"709,360,938","2,152,812,289"
기타포괄손실(이익),,-,"(240,777,515)"
합 계,,"709,360,938","1,912,034,774"
