0,1,2,3,4,5
(단위: 원),,,,,
구  분,취득원가,정부보조금,상각누계액,손상차손누계액,장부금액
컴퓨터소프트웨어,"6,532,474,474",-,"(6,301,146,870)",-,"231,327,604"
컴퓨터소프트웨어(기금),"95,648,800","(3,000)","(95,645,800)",-,-
기타무형자산,"1,030,088,300",-,-,"(274,000,000)","756,088,300"
합  계,"7,658,211,574","(3,000)","(6,396,792,670)","(274,000,000)","987,415,904"
