0,1,2
(단위: 원),,
구       분,당기말,전기말
1년 이내,"198,134,656","156,388,797"
1년 초과 ~ 5년 이내,"172,508,719","206,787,301"
5년 초과,-,-
할인되지 않은 총 리스료,"370,643,375","363,176,098"
현재가치 조정금액 등,"(11,642,493)","(7,380,091)"
계약상 현금흐름의 현재가치,"359,000,882","355,796,007"
