0,1,2,3,4
(단위: 원),,,,
구   분,수준1,수준2,수준3,합   계
당기손익-공정가치측정금융자산,-,"26,209,805,360","21,283,426,323","47,493,231,683"
기타포괄손익-공정가치측정금융자산,-,"74,176,766,000",-,"74,176,766,000"
합  계,-,"100,386,571,360","21,283,426,323","121,669,997,683"
